sampleid,y,x,month,year,nosema,mites,totalarea,average_mintemp,average_precip,month8,month9,colonysize,sunflower_2mile_acres_original,sf_2miles_acres,sf_4miles_acres,state,stateabb_map,flag,dist
NM 12-2011,36.1187,-76.253677,7,2012,0,0.10881393,32455255.31,15,1.4433112,0,0,NA,0,0,0,NM,NC,1,0
NM 15-2011,36.03472,-76.483612,7,2012,0,3.4348671,32461674.42,20,0,0,0,NA,0,0,0,NM,NC,1,0
ID 04-2011,42.11234,-89.293678,8,2012,0,1.3605442,32461078.99,16,2.5944157,1,0,NA,0,0,0,ID,IL,1,0
NM 14-2011,36.30196,-79.090172,7,2012,0.1,6.3849764,32490942.99,17,27.521738,0,0,NA,0,0,0,NM,NC,1,0
IA 19-2011,46.14971,-115.89985,6,2012,0,0.75783473,32455998.49,15,69.406113,0,0,NA,0,0,0,IA,ID,1,0
ID 07-2011,42.82998,-90.139557,6,2012,0.2,1.9837692,32456518,0.42961693,130.63794,0,0,NA,0,0,0,ID,WI,1,0
NM 19-2011,35.19792,-80.297539,7,2012,0.050000001,4.0549378,32461654.38,8,54,0,0,NA,0,0,0,NM,NC,1,0
IA 22-2011,47.79455,-116.83425,6,2012,0.34999999,0,32459141.86,15,101.04963,0,0,NA,0,0,0,IA,ID,1,0
NM 13-2011,35.03444,-77.241379,7,2012,0.1,2.8827038,32460624.82,11,41,0,0,NA,0,0,0,NM,NC,1,0
NM 25-2011,35.70388,-80.056381,7,2012,0.050000001,7.4270558,32458380.38,10,41.974674,0,0,NA,0,0,0,NM,NC,1,0
ID 13-2011,38.45361,-88.931946,6,2012,0,3.6842105,32463859.36,7.0412903,28.125336,0,0,NA,0,0,0,ID,IL,1,0
SC 07-2011,34.64463,-79.170517,3,2012,0.40000001,0.90375584,32458774.43,2,58.742359,0,0,NA,0,0,0,SC,NC,1,0
ID 01-2011,42.72166,-90.063889,6,2012,0,0.37842953,32487795.55,9,5.7894659,0,0,NA,0,0,0,ID,WI,1,0
ID 19-2011,40.91833,-90.51722,6,2012,0,11.447563,32461927.03,8,86.068672,0,0,NA,0,0,0,ID,IL,1,0
ID 16-2011,40.01333,-89.471107,6,2012,0,8.0956049,32461580.12,6.7327948,35.822399,0,0,NA,0,0,0,ID,IL,1,0
ID 14-2011,38.38944,-89.559166,6,2012,0,12.249615,32458887.85,3,65.966003,0,0,NA,0,0,0,ID,IL,1,0
ID 03-2011,42.46583,-89.430275,6,2012,0,4.1425819,32463449.77,9.5297546,5,0,0,NA,0,0,0,ID,IL,1,0
MD 13-2012,38.08853,-76.815132,4,2013,10.8,0,32542200,8,96.5233,0,0,NA,0.444789293,0,0,MD,VA,1,-0.444789293
IL 12-2013,39.2924,-87.57036,8,2013,0,3.172182469,32540400,16.97,124.53,1,0,NA,0,0,0,IL,IN,1,0
NY 17-2013,41.5791617,-75.8801907,7,2013,1.05,3.90960452,32533100,17.31,82.36,0,0,NA,0,0,0,NY,PA,1,0
NY 03-2013,41.3768645,-75.894486,6,2013,0.05,0.213928274,32536800,13.95,161.51,0,0,NA,0,0,0,NY,PA,1,0
IA 07-2013,42.858055,-90.083055,7,2013,0.1,0.68487395,25073100,15.74,53.86,0,0,NA,0,0,0,IA,WI,1,0
GA 21-2013,30.4938,-83.3804,8,2013,0,1.318786589,31977900,22.43,209.18,1,0,NA,0,0,0,GA,FL,1,0
NY 24-2013,40.5293509,-74.315256,6,2013,1.25,0.981412639,32528700,17.77,223.65,0,0,NA,0,0,0,NY,NJ,1,0
NY 16-2013,44.816855,-73.020891,9,2013,0,1.154835847,32536800,8.72,113.77,0,1,NA,0,0,0,NY,VT,1,0
OH 08-2013,39.37499,-81.25382,6,2014,0,3.86440678,32445400,16.2,137.47,0,0,NA,0,0,0,OH,WV,1,0
OH 14-2013,38.562745,-82.14191,10,2014,0,1.126886529,32545800,7.26,127.25,0,0,NA,0,0,0,OH,WV,1,0
NV 21-2013,35.801768,-115.669163,11,2014,0,0.568181818,31696700,4.88,1.4,0,0,NA,0,0,0,NV,CA,1,0
NV 07-2013,35.801768,-115.669163,11,2014,0.15,0.688872067,31696700,4.34,1.4,0,0,NA,0,0,0,NV,CA,1,0
OH 03-2013,39.27006,-81.304965,7,2014,0,0.748861912,32535900,16.27,108.18,0,0,NA,0,0,0,OH,WV,1,0
FL 16-2014,27.428561,-80.396187,12,2014,0.25,0,32528700,13.51,41.48,0,0,NA,0,0,0,NC,FL,1,0
FL 21-2014,27.782497,-80.593687,12,2014,0.2,1,32526900,12.51,60.34,0,0,NA,0,0,0,AR,FL,1,0
GA 07-2014,30.5867,-83.228,9,2014,0.1,2,32521500,21,140.6499,0,1,NA,0,0,0,GA,FL,1,0
GA 15-2014,30.4232,-83.0081,9,2014,0,45,32526000,21.05,291.89,0,1,NA,0,0,0,GA,FL,1,0
MT 01-2014,47.6746,-114.65143,9,2014,0.15,59,32536800,4.6,5.24,0,1,NA,0,0,0,WA,MT,1,0
MT 04-2014,46.21102,-114.07707,10,2014,0,97,32530500,1.77,23.05,0,0,NA,0,0,0,OR,MT,1,0
ND 22-2014,47.90215,-98.160417,7,2014,0.1,0,32539500,13.44,129.3099,0,0,NA,0.889578587,0,0,CA,ND,1,-0.889578587
SD 16-2014,44.61739,-103.34289,10,2014,0.3,219,32529600,2.01,47.17,0,0,NA,0.66718394,0,0,CA,SD,1,-0.66718394
SD 19-2014,44.51261,-103.34458,9,2014,0,35,32536800,7.75,68.47,0,1,NA,1.779157174,0,0,UT,SD,1,-1.779157174
SD 23-2014,43.22991,-100.43163,9,2014,0,1,32537700,9.27,57.72,0,1,NA,67.83036725,0,0,NE,SD,1,-67.83036725
SD 24-2014,43.25456,-99.71122,9,2014,0,8,32523300,10.14,37.82,0,1,NA,2.223946467,0,0,CA,SD,1,-2.223946467
AL 16-2014,31.04388,-85.26799,6,2015,0,47,32539500,22.4,137.19,0,0,NA,0,0,0,FL,AL,1,0
IA-19-2015,40.76099,-94.742937,10,2015,0,1,32536800,6.25,35.85,0,0,NA,0,0,0,CA,IA,1,0
ID-08-2015,43.613563,-116.694598,8,2015,0,10,32530500,13.73,2.25,1,0,NA,0,0,0,CA,ID,1,0
ID-12-2015,46.56352,-116.711814,7,2015,0,17,32535900,15.48,6.14,0,0,NA,0,0,0,OR,ID,1,0
ID-23-2015,48.926749,-116.382993,7,2015,0,44,32541300,12.92,17.53,0,0,NA,0,0,0,MT,ID,1,0
IL-23-2015,44.7746,-88.40178,8,2015,0.05,19,32534100,13.81,103.09,1,0,NA,0,0,0.222395,IL,WI,1,0
MT 09-2014,47.143073,-110.230068,5,2015,0.3,0,32524200,2.83,114.45,0,0,NA,0,0,0,CA,MT,1,0
MT 16-2014,45.672421,-110.990986,6,2015,0.95,3,32534800,9.75,23.26,0,0,NA,0,0,0,CA,MT,1,0
MT 21-2014,45.205035,-107.379373,6,2015,0.4,1,32533600,11.13,64.61,0,0,NA,0,0,0,OR,MT,1,0
NC-08-2015,30.23916667,-81.54833333,8,2015,0,36,32535000,24.06,288.4,1,0,NA,0,0,0,NC,FL,1,0
ND-10-2015,48.74787,-100.29266,9,2015,0,6,32530500,7.31,106.91,0,1,NA,158.3449885,197.709155,719.67022,CA,ND,1,39.36416654
ND-23-2015,48.43418,-102.95562,9,2015,0.05,0,32541300,6.11,73.03,0,1,NA,197.7088409,182.3639,641.38718,AZ,ND,1,-15.34494093
NM-09-2015,37.42197222,-122.085,7,2015,0.25,36,32526000,15.83,0,0,0,NA,0,0,0,NM,CA,1,0
SD-07-2015,44.76909993,-100.2588787,10,2015,0.3,51,32536800,4.59,35.64,0,0,NA,2597.347079,0,0,NE,SD,1,-2597.347079
SD-17-2015,44.6431,-103.4262667,10,2015,0.3,8,32533200,3.92,45.07,0,0,NA,2.223946467,0,0,WY,SD,1,-2.223946467
TX 15-2014,32.16767,-94.52634,2,2015,1.1,3,32532300,1.31,104.01,0,0,NA,0,0,0,ND,TX,1,0
TX 17-2014,30.89993,-93.88395,3,2015,0,11,32532000,9.36,227.82,0,0,NA,0,0,0,MN,TX,1,0
TX 19-2014,32.08657,-94.38515,4,2015,2.55,4,32533000,13.52,195.76,0,0,NA,0,0,0,NE,TX,1,0
WI-06-2015,45.27593,-92.19858,9,2015,0.1,60,32535900,12.72,201.97,0,1,NA,0,0,0,FL,WI,1,0
CA 08-2014,37.1125,-120.3316667,1,2015,1.25,10,32534500,3.7,5.54,0,0,NA,0,0,0,CA,CA,0,0
CA 16-2014,37.105556,-120.168889,1,2015,0.35,2,32418700,3.78,4.9,0,0,NA,0,0,0,CA,CA,0,0
CA 18-2014,37.1602778,-120.2291667,1,2015,0,0,32532300,3.75,5.8,0,0,NA,0,0,0,CA,CA,0,0
CA 19-2014,37.1536111,-120.2475,1,2015,0.05,1,32532700,3.77,5.8,0,0,NA,0,0,0,CA,CA,0,0
CA 24-2014,37.1019444,-120.2519444,1,2015,13.5,1,25354100,3.74,6.18,0,0,NA,0,0,0,CA,CA,0,0
CA 27-2014,37.6308333,-120.5313889,1,2015,3.15,5,32533000,3.42,0.96,0,0,NA,0,0,0,CA,CA,0,0
NC-20-2015,36.22728,-79.49082,9,2015,0,79,32521500,16.16,184.44,0,1,NA,0,0,0,NC,NC,0,0
TN 13-2010,35.49336,-86.48185,9,2010,0,8.5953875,32463284.38,14,29,0,1,NA,0,0,0.222395,TN,TN,0,0
MI 13-2010,43.63423,-82.736313,10,2010,0.016666668,0.47923324,32458457.23,10,112.77913,0,0,NA,0,0,0,MI,MI,0,0
MI 16-2010,42.77483,-85.016609,8,2010,0.016666668,3.2051282,32453556.41,16,32,1,0,NA,0,0,0,MI,MI,0,0
TX 19-2010,30.70161,-96.305794,10,2010,0,4.8442907,32466689.83,12,2,0,0,NA,0,0,0,TX,TX,0,0
MI 11-2010,43.73913,-85.543404,8,2010,0.033333331,0.33444816,32487234.82,14,65,1,0,NA,0,0,0,MI,MI,0,0
TX 22-2010,31.45957,-96.069344,12,2010,0,0.34674063,32460363,8,39,0,0,NA,0,0,0,TX,TX,0,0
TX 17-2010,30.45404,-94.016899,10,2010,0,0.41237113,32461590.37,20,70.631828,0,0,NA,0,0,0,TX,TX,0,0
MI 19-2010,42.69989,-83.458397,9,2010,0,6.3763609,32456505.89,10,99,0,1,NA,0,0,0,MI,MI,0,0
TN 06-2010,36.25601,-85.228508,9,2010,0,0.6702413,32459226.82,19,214,0,1,NA,0,0,0,TN,TN,0,0
MI 12-2010,43.37767,-84.180206,9,2010,0,7.2289157,32460065.08,9,79.306679,0,1,NA,0,0,0,MI,MI,0,0
PA 18-2010,40.29685,-75.160461,9,2010,0,9.3184977,32454620.86,13,62.074936,0,1,NA,0,0,0,PA,PA,0,0
PA 22-2010,41.34994,-80.208061,9,2010,0,2.7131784,32461004.72,10,70.369812,0,1,NA,0,0,0,PA,PA,0,0
AL 20-2010,34.2696,-87.590477,9,2010,0.016666668,10.056772,32458412.65,22,132.59412,0,1,NA,0.444789293,0,0,AL,AL,0,-0.444789293
SD 23-2010,44.61726,-103.34288,10,2010,0,8.4919472,32460515.97,2.1095581,22.185991,0,0,NA,15.34523062,16.90202,37.139965,SD,SD,0,1.556789377
PA 16-2010,40.78746,-78.025429,9,2010,0,13.88102,32459100.62,15,77.254135,0,1,NA,0,0,0,PA,PA,0,0
MI 04-2010,44.75337,-85.827057,8,2010,0.06666667,3.8053098,32465882.48,16.637867,76,1,0,NA,0,0,0,MI,MI,0,0
TN 05-2010,36.19121,-89.495132,10,2010,0.033333331,3.8796515,32465471.44,7,26.600729,0,0,NA,0,0,0,TN,TN,0,0
NY 24-2010,44.06015,-76.096123,7,2010,0.033333331,0.76335877,32324568.24,16,108.99999,0,0,NA,0,0,0,NY,NY,0,0
TN 03-2010,35.39076,-84.836479,6,2010,0,0.93167704,32457322.96,19,77.067642,0,0,NA,0,0,0,TN,TN,0,0
MI 24-2010,42.34114,-83.090599,9,2010,0,7.9899998,32380584.19,12,82.928322,0,1,NA,0,0,0,MI,MI,0,0
MI 25-2010,42.88073,-85.935593,8,2010,0,1.0802469,32461912.12,15.98978,42.000004,1,0,NA,0,0,0,MI,MI,0,0
TX 16-2010,29.00707,-98.890099,9,2010,0,1.3043479,32460028.87,21,173.20917,0,1,NA,0,0,0,TX,TX,0,0
SD 20-2010,43.53838,-98.128891,10,2010,0.033333331,0,32460830.69,10,96.576233,0,0,NA,1.111973234,0,0,SD,SD,0,-1.111973234
NY 10-2010,43.7638,-76.035797,8,2010,0.050000001,9.2409239,32456108.45,15.881378,126,1,0,NA,0,0,0,NY,NY,0,0
MI 02-2010,43.21553,-82.559227,9,2010,0,16.071428,32383245.68,11,118.92946,0,1,NA,0,0,0,MI,MI,0,0
MI 03-2010,43.34306,-84.111076,9,2010,0,5.7831326,32458457.22,9,79.794067,0,1,NA,0.222394647,0,0,MI,MI,0,-0.222394647
IN 20-2010,39.87177,-86.901237,9,2010,0.016666668,7.7685952,32457550.84,17,23.3776,0,1,NA,0,0,0,IN,IN,0,0
NY 04-2010,43.19371,-76.909264,7,2010,0.30000001,0.073421441,32373461.1,17,121.6655,0,0,NA,1.556762527,0,0,NY,NY,0,-1.556762527
NY 09-2010,43.88263,-73.42173,7,2010,0.083333336,0.37792894,32453707.1,12.725266,105.88713,0,0,NA,0.444789293,0.44479,0.44479,NY,NY,0,7.07E-07
NY 06-2010,44.96345,-74.79435,8,2010,0,8.1804285,28031701.08,16,82.948715,1,0,NA,0,0,0,NY,NY,0,0
MI 21-2010,43.53673,-82.658577,10,2010,0,10.27,32494974.05,10,116,0,0,NA,0,0,0,MI,MI,0,0
AL 15-2010,30.43005,-87.570511,9,2010,0,1.0012516,32461937.89,24,325.85516,0,1,NA,0.444789293,0,0,AL,AL,0,-0.444789293
MI 17-2010,43.91748,-84.769768,9,2010,0,28.790001,32459099.42,7.9778156,77.265877,0,1,NA,0,0,0,MI,MI,0,0
SD 09-2010,44.69309,-97.95256,9,2010,0,0.33755276,32468594.13,16.960844,54,0,1,NA,0,0.222395,0.222395,SD,SD,0,0.222395
TX 21-2010,33.04304,-96.431908,12,2010,0,12.386511,32456864.52,7,84,0,0,NA,0,0,0,TX,TX,0,0
TN 04-2010,35.98001,-83.02153,5,2010,0,0.19607843,32456562.45,12.292231,79.612961,0,0,NA,0,0,0,TN,TN,0,0
TX 20-2010,33.0397,-96.316902,12,2010,0.033333331,1.1184211,32464354.27,7,85.315285,0,0,NA,0.889578587,0,0,TX,TX,0,-0.889578587
PA 13-2010,39.84711,-76.734558,8,2010,0,3.7305698,32463294.81,18,91.702591,1,0,NA,0.222394647,0,0,PA,PA,0,-0.222394647
NY 02-2010,44.25456,-75.499779,7,2010,0.2,2.9968455,32451012.25,15,114.13306,0,0,NA,0,0,0,NY,NY,0,0
NY 01-2010,43.11515,-76.62973,7,2010,0.083333336,0.5279035,32460990.31,16,118.00001,0,0,NA,0,0,0.222395,NY,NY,0,0
PA 24-2010,40.25684,-77.285423,10,2010,0,17.75701,32452837.96,5.7552032,131.51825,0,0,NA,0,0,0,PA,PA,0,0
PA 25-2010,39.94842,-78.485909,10,2010,0,1.2907609,32457378.35,4,107,0,0,NA,0,0,0,PA,PA,0,0
TN 15-2010,35.17841,-89.248657,10,2010,0,22.707424,32459057.94,7,36,0,0,NA,0,0,0,TN,TN,0,0
SD 03-2010,45.52554,-99.991608,8,2010,0,0.80142474,32459827.48,15,30.36026,1,0,NA,320.0096495,0,0,SD,SD,0,-320.0096495
NY 22-2010,44.20674,-76.037933,8,2010,0.16666667,1.1838989,32457669.2,16,117.39102,1,0,NA,0,0,0,NY,NY,0,0
SD 14-2010,43.12914,-98.382332,9,2010,0,15.98579,32460459.08,9,118.48895,0,1,NA,0,0,0,SD,SD,0,0
TN 12-2010,35.34426,-89.625053,5,2010,0,0.93457943,32460401.96,10.283237,100.20629,0,0,NA,0,0,0,TN,TN,0,0
SD 22-2010,45.03481,-102.10179,10,2010,0.016666668,0.64777327,32458201.18,3,15.691937,0,0,NA,0,0,1.111975,SD,SD,0,0
SD 25-2010,44.05046,-103.165,10,2010,0,3.7288136,32460532.03,4,13.315766,0,0,NA,2.446341114,2.446345,10.67496,SD,SD,0,3.89E-06
TN 09-2010,36.58665,-82.765053,9,2010,0.050000001,13.632718,19456837.42,12.278749,76.496452,0,1,NA,0,0,0,TN,TN,0,0
TN 11-2010,36.29298,-88.665581,6,2010,0,0.78636962,32459080.98,15,284.21292,0,0,NA,0.222394647,0,0,TN,TN,0,-0.222394647
PA 20-2010,40.17029,-79.777946,9,2010,0,1.1695906,32461809.79,11,71.508636,0,1,NA,0,0,0,PA,PA,0,0
PA 17-2010,40.09276,-75.226669,9,2010,0,2.0408163,32461657.7,15,58.190853,0,1,NA,0,0,0,PA,PA,0,0
MI 14-2010,43.53637,-82.658852,10,2010,0,4.7619047,32495062.26,10,116,0,0,NA,0,0,0,MI,MI,0,0
TN 25-2010,36.43773,-81.7565,9,2010,0,21.033545,32460544.08,10.082264,71.3582,0,1,NA,0,0,0,TN,TN,0,0
NY 19-2010,43.39608,-73.421173,7,2010,0.06666667,0.37792894,32463787.62,12.418623,116.52868,0,0,NA,0,0,0,NY,NY,0,0
TX 11-2010,28.82385,-99.185226,9,2010,0,4.0915394,32457726.49,21,121.32195,0,1,NA,0,0,0,TX,TX,0,0
TX 13-2010,29.04463,-98.992233,9,2010,0,1.9256308,32495022.43,21,160.4615,0,1,NA,0.222394647,0,0,TX,TX,0,-0.222394647
PA 23-2010,40.66224,-80.194069,10,2010,0,5.8631921,32461202.43,11.844032,65.638512,0,0,NA,0,0,0,PA,PA,0,0
TX 15-2010,29.01439,-99.10746,9,2010,0.033333331,3.1114953,32461283.34,21,131,0,1,NA,0.222394647,0.222395,1.33437,TX,TX,0,3.53E-07
TX 12-2010,29.04791,-98.982635,9,2010,0,4.9694858,32495540.22,21,161.14615,0,1,NA,0.222394647,0,0,TX,TX,0,-0.222394647
SD 11-2010,44.3743,-98.310913,9,2010,0.050000001,0.64205456,32457261.34,9,104.01105,0,1,NA,0,0,0,SD,SD,0,0
IN 14-2010,38.87843,-87.454102,7,2010,0.016666668,0.07558579,32463462.5,20,137,0,0,NA,0,0,0,IN,IN,0,0
MI 18-2010,43.74179,-85.705276,8,2010,0,0.36264732,32464149.88,14,63,1,0,NA,0,0,0,MI,MI,0,0
AL 24-2010,33.1548,-87.615059,9,2010,0,2.3856859,32450890.26,17,27,0,1,NA,0,0,0,AL,AL,0,0
NY 05-2010,43.0337,-78.064903,8,2010,0,2.546917,32454783.47,17,112.55408,1,0,NA,0,0,0,NY,NY,0,0
IN 25-2010,38.56681,-86.365707,9,2010,0,2.8368795,32463098.08,11.191696,11,0,1,NA,0,0,0,IN,IN,0,0
IN 22-2010,39.5274,-85.913803,9,2010,0.016666668,3.7551022,32464323.49,12,13,0,1,NA,0,0,0,IN,IN,0,0
PA 11-2010,40.31561,-76.893898,8,2010,0.15000001,7.7393074,32460309.93,18.356318,133.04836,1,0,NA,0,0,0,PA,PA,0,0
AL 14-2010,30.78827,-88.11396,9,2010,0.1,9.96,32466099.51,23.625032,258.84042,0,1,NA,0,0,0,AL,AL,0,0
MI 15-2010,43.63423,-82.736313,10,2010,0,0.076804914,32458457.23,10,112.77913,0,0,NA,0,0,0,MI,MI,0,0
TN 16-2010,35.3711,-86.313164,9,2010,0.050000001,9.1276255,32461918.52,20,114.4836,0,1,NA,0,0,0,TN,TN,0,0
TN 22-2010,35.20495,-88.322159,11,2010,0,9.4220114,32458217.44,6,39,0,0,NA,4.003103641,0,0,TN,TN,0,-4.003103641
TN 19-2010,36.03215,-85.031013,8,2010,0,5.7873487,32461575.92,19,145.0105,1,0,NA,0,0,0,TN,TN,0,0
MI 05-2010,43.75713,-85.518494,8,2010,0.033333331,0.66334993,32485270.14,14,65,1,0,NA,0,0,0,MI,MI,0,0
SD 15-2010,44.67052,-97.638931,10,2010,0.016666668,2.231405,32455139.27,8.18326,138.64908,0,0,NA,0,0,0,SD,SD,0,0
SD 13-2010,43.28682,-98.839539,9,2010,0,0.81833059,32456295.34,9,77.193321,0,1,NA,0.444789293,0,0,SD,SD,0,-0.444789293
MI 09-2010,43.37463,-83.13485,9,2010,0,16.444132,32458656.31,9,106.78101,0,1,NA,0,0,0,MI,MI,0,0
SD 16-2010,44.9948,-97.131523,10,2010,0,4.9581008,32458626.65,8,131.61926,0,0,NA,0,0,0,SD,SD,0,0
SD 18-2010,43.69135,-98.300323,10,2010,0,1.4778326,32461239.27,9.7965984,88.53714,0,0,NA,0.444789293,0,0,SD,SD,0,-0.444789293
MI 08-2010,42.03024,-86.19429,10,2010,0,17.801418,32498913.51,11.998957,58.277267,0,0,NA,0,0,0,MI,MI,0,0
TX 10-2010,30.16929,-96.319252,8,2010,0.016666668,5.858748,32457768.63,23,18.278816,1,0,NA,0,0,0,TX,TX,0,0
SD 04-2010,45.53315,-100.18729,8,2010,0,0.36068529,32461561.93,15,35.03199,1,0,NA,142.7916026,132.10263,1045.923685,SD,SD,0,-10.68897263
SD 19-2010,43.7358,-97.074783,10,2010,0.06666667,0.71684587,32460162.89,8.3062248,148.89268,0,0,NA,0,0,0,SD,SD,0,0
AL 01-2010,32.283233,-86.0895,8,2010,0.016666668,4.7511311,32463119.38,22,85,1,0,NA,0,0,0,AL,AL,0,0
PA 21-2010,41.76845,-80.43129,9,2010,0,4.2068968,32454824.88,10,94.429367,0,1,NA,0,0,0,PA,PA,0,0
TN 02-2010,36.02806,-84.303429,6,2010,0,5.4966888,32460708.31,19.962055,81,0,0,NA,0,0,0,TN,TN,0,0
TX 18-2010,31.00134,-93.668709,10,2010,0.050000001,5.1303616,32459369.55,20,62,0,0,NA,0,0,0,TX,TX,0,0
SD 01-2010,44.48066,-101.81233,8,2010,0,8.4507046,32458471.73,15,55.96664,1,0,NA,134.2272002,189.258145,251.973535,SD,SD,0,55.03094478
TN 07-2010,35.80022,-83.933411,8,2010,0,2.0625,32458979.41,21,112.35956,1,0,NA,0,0,0,TN,TN,0,0
PA 04-2010,40.48568,-76.899467,6,2010,0.27000001,3.6900001,32455939.63,10,98.212715,0,0,NA,0,0,0,PA,PA,0,0
IN 19-2010,38.27037,-85.99968,9,2010,0.050000001,9.4642859,32458647.13,18,54.88615,0,1,NA,0,0,0,IN,IN,0,0
MI 23-2010,42.19323,-85.108421,8,2010,0,1.1272142,32456614.99,16,41.731033,1,0,NA,0,0,0,MI,MI,0,0
NY 08-2010,42.85345,-78.009903,9,2010,0,8.1470804,32462195.32,15,91.411118,0,1,NA,0,0,0,NY,NY,0,0
AL 19-2010,33.96715,-87.232002,9,2010,0,0.13245033,32457746.01,15,26.213951,0,1,NA,0,0,0,AL,AL,0,0
AL 16-2010,33.7634,-85.839081,10,2010,0,7.9256358,32458584.52,16,35,0,0,NA,0,0,0,AL,AL,0,0
IN 21-2010,39.99708,-86.909248,9,2010,0.016666668,3.821656,32461742.79,17,34.482079,0,1,NA,0,0,0,IN,IN,0,0
SD 02-2010,43.92645,-101.14883,8,2010,0,10.069445,32462149.42,16,68.736259,1,0,NA,0.222394647,1.33437,5.78227,SD,SD,0,1.111975353
PA 19-2010,41.31698,-77.090157,9,2010,0.18333334,1.8284107,32464028.09,10.316801,67.382515,0,1,NA,0,0,0,PA,PA,0,0
PA 12-2010,40.61322,-76.20919,8,2010,0.050000001,5.273632,32458989.16,15.969244,63.598576,1,0,NA,0,0,0,PA,PA,0,0
MI 20-2010,43.5952,-83.203873,10,2010,0,2.6315789,32459861.98,9,106,0,0,NA,0,0,0,MI,MI,0,0
PA 14-2010,40.26798,-76.700958,9,2010,0.050000001,3.524229,32470046.53,18,61.859684,0,1,NA,0,0,0,PA,PA,0,0
AL 25-2010,34.67778,-86.815971,9,2010,0,3.4749036,32463217.42,15,50,0,1,NA,1.111973234,0,0,AL,AL,0,-1.111973234
TN 01-2010,36.15571,-85.245148,8,2010,0,8.5292139,32458490.94,19.983328,133,1,0,NA,0,0,0,TN,TN,0,0
SD 24-2010,44.46726,-103.72803,10,2010,0,0,32452944.21,3.1434021,66.117737,0,0,NA,0,0,2.891135,SD,SD,0,0
SD 21-2010,44.20658,-97.326103,10,2010,0,6.4191804,32459822.38,9,138,0,0,NA,0,0,0,SD,SD,0,0
SD 12-2010,44.83216,-98.518593,9,2010,0,24.121094,32461384.19,8,121.57406,0,1,NA,2.891130407,0,0,SD,SD,0,-2.891130407
TX 14-2010,29.18991,-99.016968,9,2010,0,0.91296411,32458355.93,21,176.00897,0,1,NA,1.33436788,0,0,TX,TX,0,-1.33436788
MI 06-2010,42.02016,-86.15583,10,2010,0.02,6.3003664,32488691.31,11.55971,58.744473,0,0,NA,0,0,0,MI,MI,0,0
MI 10-2010,42.06993,-86.225166,10,2010,0,0.96582466,32474784.49,6,41.675858,0,0,NA,0,0,0,MI,MI,0,0
SD 05-2010,43.7568,-100.02617,8,2010,0,0.23328149,32459905.29,16,92.27356,1,0,NA,325.7755704,343.155485,1327.920545,SD,SD,0,17.37991456
MI 22-2010,42.94535,-84.106247,10,2010,0.029999999,16.559999,32460198.17,10,95.344025,0,0,NA,2.223946467,0,0,MI,MI,0,-2.223946467
SD 10-2010,42.90626,-96.711639,9,2010,0,0.22900763,32456524.27,9,137.83513,0,1,NA,0,0,0,SD,SD,0,0
IN 18-2010,40.50356,-86.01136,9,2010,0,15.008726,32456991.85,17,80,0,1,NA,0,0,0,IN,IN,0,0
SD 06-2010,44.34509,-98.38195,8,2010,0,0.59121621,32460701.16,17,53.694843,1,0,NA,0,0,1.111975,SD,SD,0,0
SD 07-2010,44.30902,-98.513641,8,2010,0,0.94696969,32457149.52,17,54.386429,1,0,NA,0,0,0,SD,SD,0,0
PA 15-2010,40.20311,-77.328453,9,2010,0,4.8552756,32460876.04,17,82.480736,0,1,NA,0,0,0,PA,PA,0,0
IN 02-2010,41.73347,-86.078491,6,2010,0,2.8985507,32455975.22,10,139.40367,0,0,NA,0,0,0,IN,IN,0,0
SD 17-2010,45.3688,-98.49015,10,2010,0.016666668,3.0007503,32460357.66,8,120,0,0,NA,1.779157174,2.001555,10.67496,SD,SD,0,0.222397826
SD 08-2010,44.81948,-99.455032,8,2010,0.033333331,13.458111,32455527.9,15,27.461317,1,0,NA,121.5213462,0,0,SD,SD,0,-121.5213462
AL 22-2010,34.71331,-87.63813,9,2010,0,2.9045644,32465610.38,21,74,0,1,NA,0.889578587,0.88958,2.66874,AL,AL,0,1.41E-06
MI 01-2010,43.77293,-84.875313,9,2010,0,24.958677,32463714.68,8,88.39502,0,1,NA,0,0,0,MI,MI,0,0
SD 05-2011,44.69499,-100.54326,9,2011,0,0.52356023,32527800,8,17,0,1,NA,332.7023915,403.86932,1411.76346,SD,SD,0,71.16692852
AL 23-2011,33.23344,-86.233391,10,2011,0,16.837782,32535900,6,19,0,0,NA,0,0,0,AL,AL,0,0
AL 10-2011,31.0335,-85.266838,10,2011,0,3.4446764,32541300,10,43,0,0,NA,0,0,0,AL,AL,0,0
CA 03-2011,36.21076,-119.34863,11,2011,0.40000001,0.73649752,32531400,11,16.601412,0,0,NA,0,0,0,CA,CA,0,0
CO 03-2011,38.57055,-104.64187,10,2011,0,12.281955,32537700,2,29,0,0,NA,0,0,0,CO,CO,0,0
CO 06-2011,39.53131,-107.68156,10,2011,0,1.5901288,32531400,0,48.000004,0,0,NA,0,0,0,CO,CO,0,0
IN 22-2011,42.15005,-95.226799,10,2011,0.050000001,9.2171717,32529600,6.6143312,75.617256,0,0,NA,0,0,0,IN,IN,0,0
TX 05-2011,33.25141,-96.306541,9,2011,0,0.42739725,32535900,17,34,0,1,NA,0,0,0,TX,TX,0,0
TN 01-2011,36.41223,-82.645378,9,2011,0.050000001,8.917222,32527800,17,60,0,1,NA,0,0,0,TN,TN,0,0
