OBJECTID,Join_Count,TARGET_FID,uid,sampleid,y,x,bee_geocod,bee_geoc_1,bee_geoc_2,bee_geoc_3,pointid,grid_code,Shape_Leng,Shape_Area
33,0,33,192,IL 22-2012,40.21055000000,-89.92305000000,-89.92305000000,40.21055000000,5,2013,0,0,43228.67570790000,143133156.64300000000
34,0,34,193,IL 24-2012,38.87231000000,-88.33071000000,-88.33071100000,38.87231000000,5,2013,0,0,43560.67517050000,145875149.22900000000
35,1,35,194,WI 18-2012,42.50203000000,-89.16442000000,-89.16442100000,42.50203000000,5,2013,82776,6,42627.91030850000,138254259.94500000000
36,0,36,195,IA 06-2013,42.41675000000,-91.30014000000,-91.30013800000,42.41675100000,8,2013,0,0,42651.04034460000,138439924.92700000000
37,0,37,196,IL 01-2013,42.40525000000,-90.29018000000,-90.29018000000,42.40525000000,7,2013,0,0,42654.15504130000,138464940.51900000000
38,0,38,197,IL 02-2013,42.34385000000,-88.84646000000,-88.84646000000,42.34385000000,7,2013,0,0,42670.76388520000,138598390.75800000000
39,0,39,198,IL 03-2013,42.40667000000,-88.10324000000,-88.10324000000,42.40667000000,7,2013,0,0,42653.77031990000,138461850.93600000000
40,0,40,199,IL 04-2013,41.69357000000,-87.60851000000,-87.60851000000,41.69357000000,7,2013,0,0,42844.72972340000,140001754.00700000000
41,0,41,200,IL 05-2013,41.98081000000,-90.12373000000,-90.12373000000,41.98081000000,8,2013,0,0,42768.32013050000,139384125.14000000000
42,0,42,201,IL 06-2013,41.31920000000,-89.16430000000,-89.16430000000,41.31920000000,8,2013,0,0,42943.30396010000,140801344.07100000000
43,0,43,202,IL 07-2013,40.30715000000,-89.33859000000,-89.33859000000,40.30715000000,8,2013,0,0,43204.19097280000,142932136.21000000000
44,0,44,203,IL 08-2013,41.62455000000,-88.47902000000,-88.47902000000,41.62455000000,8,2013,0,0,42862.98897000000,140149628.59300000000
45,0,45,204,IL 09-2013,41.14010000000,-87.82600000000,-87.82600000000,41.14010000000,8,2013,0,0,42990.06174140000,141181703.84800000000
46,11,46,205,IL 10-2013,39.58138000000,-88.52295000000,-88.52295000000,39.58138000000,8,2013,107971,6,43386.41773790000,144432275.93300000000
47,0,47,206,IL 11-2013,40.95200000000,-88.15810000000,-88.15810000000,40.95200000000,8,2013,0,0,43038.89355660000,141579663.29300000000
48,0,48,207,IL 12-2013,39.29240000000,-87.57036000000,-87.57036000000,39.29240000000,8,2013,0,0,43457.87948030000,145023040.94600000000
49,0,49,208,IL 13-2013,39.44964000000,-88.66130000000,-88.66130000000,39.44964000000,7,2013,0,0,43419.07204290000,144702057.53500000000
50,0,50,209,IL 14-2013,39.84222000000,-89.40522000000,-89.40522000000,39.84222000000,7,2013,0,0,43321.38274850000,143895829.96700000000
51,0,51,210,IL 15-2013,39.58606000000,-89.64617000000,-89.64617200000,39.58606000000,8,2013,0,0,43385.25552010000,144422679.01200000000
52,0,52,211,IL 16-2013,39.92396000000,-89.82429000000,-89.82428900000,39.92396000000,8,2013,0,0,43300.89784710000,143727098.81400000000
53,0,53,212,IL 17-2013,38.98680000000,-90.24178000000,-90.24177500000,38.98679700000,8,2013,0,0,43532.78709940000,145643712.66000000000
54,0,54,213,IL 18-2013,38.67119000000,-89.79035000000,-89.79034600000,38.67119500000,8,2013,0,0,43609.43765840000,146280274.63300000000
55,0,55,214,IL 19-2013,37.78216000000,-88.85068000000,-88.85068000000,37.78216000000,9,2013,0,0,43821.57893300000,148049167.28400000000
56,0,56,215,IL 20-2013,37.96001000000,-89.57472000000,-89.57472000000,37.96001000000,9,2013,0,0,43779.57993570000,147698181.13000000000
57,0,57,216,IL 21-2013,40.17335000000,-91.23232000000,-91.23232000000,40.17335000000,9,2013,0,0,43238.08575750000,143210459.06800000000
58,0,58,217,IL 22-2013,37.97194000000,-89.83974000000,-89.83974000000,37.97194000000,9,2013,0,0,43776.75487530000,147674585.41200000000
59,0,59,218,IL 23-2013,38.62983000000,-88.60291000000,-88.60290500000,38.62982600000,9,2013,0,0,43619.43207400000,146363380.67400000000
60,0,60,219,IL 24-2013,39.01705000000,-87.70824000000,-87.70823700000,39.01704800000,9,2013,0,0,43525.40222780000,145582460.10800000000
61,0,61,220,IN 14-2013,39.30617000000,-87.44389000000,-87.44389300000,39.30617000000,8,2013,0,0,43454.48818980000,144994975.40900000000
62,0,62,221,WI 01-2013,42.51412000000,-89.03326000000,-89.03325700000,42.51412000000,9,2013,0,0,42624.62621720000,138227913.53100000000
63,0,63,280,MD 13-2012,38.08853000000,-76.81513000000,-76.81513200000,38.08853000000,4,2013,0,0,43749.09361350000,147443643.36000000000
64,0,64,281,MD 14-2012,38.40117000000,-76.82726000000,-76.82726300000,38.40117000000,4,2013,0,0,48318.86462040000,141548235.02600000000
65,0,65,282,MD 15-2012,38.36908000000,-76.63490000000,-76.63490300000,38.36908000000,4,2013,0,0,43682.14727360000,146885407.91500000000
66,0,66,283,MD 16-2012,39.37730000000,-76.42392000000,-76.42392000000,39.37730000000,4,2013,0,0,44041.10783800000,144463615.24200000000
67,0,67,284,MD 17-2012,39.21899000000,-76.71773000000,-76.71772800000,39.21899000000,5,2013,0,0,43475.93452760000,145172512.39800000000
68,0,68,285,MD 18-2012,39.16290000000,-76.94384000000,-76.94384000000,39.16290000000,5,2013,0,0,43489.70384030000,145286558.84400000000
69,0,69,286,MD 19-2012,39.15651000000,-76.85609000000,-76.85608700000,39.15651000000,6,2013,0,0,43491.27103430000,145299542.64500000000
70,0,70,287,MD 20-2012,39.44388000000,-76.38318000000,-76.38317900000,39.44388000000,6,2013,0,0,45420.66399790000,143081288.60600000000
71,0,71,288,MD 21-2012,39.37057000000,-76.36570000000,-76.36570000000,39.37057000000,6,2013,0,0,70980.35640740000,114186142.39900000000
72,0,72,289,MD 22-2012,39.70994000000,-76.66673000000,-76.66673300000,39.70994000000,6,2013,0,0,43354.42655900000,144168251.69000000000
73,0,73,290,MD 23-2012,39.20835000000,-76.15991000000,-76.15991200000,39.20835000000,6,2013,0,0,43478.54823770000,145194157.04600000000
74,0,74,291,MD 24-2012,39.68912000000,-75.90551000000,-75.90551000000,39.68912000000,6,2013,0,0,43359.61570140000,144211059.30800000000
75,0,75,292,MD 01-2013,39.16912000000,-77.38361000000,-77.38361000000,39.16912000000,9,2013,0,0,43488.17810490000,145273919.33700000000
76,0,76,293,MD 02-2013,38.99459000000,-77.02149000000,-77.02149000000,38.99459000000,9,2013,0,0,43530.88437410000,145627930.95200000000
77,0,77,294,MD 03-2013,39.65795000000,-76.54384000000,-76.54384000000,39.65795000000,9,2013,0,0,43367.37849420000,144275111.46100000000
78,0,78,295,MD 04-2013,39.42415000000,-76.69736000000,-76.69736000000,39.42415000000,9,2013,0,0,43425.37462190000,144754161.54300000000
79,0,79,296,MD 05-2013,38.72760000000,-76.08148000000,-76.08148000000,38.72760000000,10,2013,0,0,43595.78985570000,146166830.52300000000
80,0,80,297,NJ 02-2013,39.63154000000,-75.24977000000,-75.24977000000,39.63154000000,8,2013,0,0,43373.94988120000,144329346.42000000000
81,0,81,298,NJ 15-2013,39.72949000000,-75.09689000000,-75.09689000000,39.72949000000,8,2013,0,0,43349.55102310000,144128038.05400000000
82,0,82,299,NJ 20-2013,39.43352000000,-75.15025000000,-75.15024600000,39.43351700000,9,2013,0,0,43423.05874690000,144735015.58700000000
83,0,83,300,VA 01-2013,38.24930000000,-77.14170000000,-77.14170000000,38.24930000000,9,2013,0,0,43710.79707260000,147124182.97600000000
84,0,84,301,VA 16-2013,37.91700000000,-75.52470000000,-75.52470000000,37.91700000000,10,2013,0,0,43789.75557970000,147783186.67000000000
85,0,85,362,MT 01-2013,46.32890000000,-114.08067000000,-114.08067000000,46.32890000000,5,2013,0,0,41522.02713810000,129606228.68600000000
86,0,86,363,MT 02-2013,46.32890000000,-114.08067000000,-114.08067000000,46.32890000000,5,2013,0,0,41522.02713810000,129606228.68600000000
87,0,87,364,MT 03-2013,46.69389000000,-114.08031000000,-114.08031000000,46.69389000000,5,2013,0,0,41409.09335040000,128749766.46000000000
88,0,88,365,MT 04-2013,47.80043000000,-112.19556000000,-112.19556000000,47.80043000000,5,2013,0,0,41058.03094690000,126120481.96300000000
89,0,89,366,MT 05-2013,47.50133000000,-112.37253000000,-112.37253000000,47.50133000000,5,2013,0,0,41154.23762470000,126836007.43700000000
90,0,90,367,MT 06-2013,48.74054000000,-112.14559000000,-112.14559000000,48.74054000000,5,2013,0,0,40749.07235910000,123848485.26700000000
91,0,91,368,MT 12-2013,47.71361000000,-111.68555000000,-111.68555000000,47.71361000000,5,2013,0,0,41086.05888020000,126328543.63800000000
92,0,92,369,MT 13-2013,45.91112000000,-111.49934000000,-111.49934000000,45.91112000000,5,2013,0,0,41649.60727080000,130579917.48600000000
93,0,93,370,MT 14-2013,45.78600000000,-111.29379000000,-111.29379000000,45.78600000000,5,2013,0,0,41687.47093970000,130870138.85300000000
94,0,94,371,UT 05-2013,41.96649000000,-111.97738000000,-111.97738000000,41.96649000000,9,2013,0,0,42772.14807310000,139415017.50100000000
95,0,95,393,NY 12-2013,43.53383000000,-73.39318000000,-73.39318100000,43.53383400000,8,2013,0,0,42343.06790090000,135983182.22000000000
96,0,96,394,NY 16-2013,44.81685000000,-73.02089000000,-73.02089100000,44.81685500000,9,2013,0,0,41975.49897620000,133096264.86600000000
97,0,97,395,NY 22-2013,43.34871000000,-73.36697000000,-73.36697000000,43.34871300000,9,2013,0,0,42394.86152560000,136393989.12800000000
98,0,98,422,TX 22-2012,31.80989000000,-106.40579000000,-106.40579000000,31.80989000000,6,2013,0,0,44969.77306540000,154397374.06800000000
99,0,99,423,TX 23-2012,31.47595000000,-106.15517000000,-106.15517000000,31.47595000000,6,2013,0,0,41313.45550660000,123670888.69800000000
100,0,100,424,TX 24-2013,31.48645000000,-106.20698000000,-106.20698000000,31.48645000000,6,2013,0,0,36803.46525650000,84971582.10510000000
101,0,101,470,PA 21-2012,40.28095000000,-75.41792000000,-75.41792300000,40.28095000000,6,2013,0,0,43210.83792830000,142986692.17800000000
102,0,102,471,NJ 01-2013,39.50341000000,-74.60309000000,-74.60309000000,39.50341000000,8,2013,0,0,43405.75868200000,144592033.11100000000
103,0,103,472,NJ 03-2013,40.31357000000,-74.08014000000,-74.08014000000,40.31357000000,9,2013,0,0,43202.56027900000,142918755.53300000000
104,0,104,473,NJ 04-2013,39.66193000000,-74.82928000000,-74.82928000000,39.66193000000,8,2013,0,0,43366.38744260000,144266933.53900000000
105,0,105,474,NJ 05-2013,39.82594000000,-74.72746000000,-74.72746000000,39.82594000000,8,2013,0,0,43325.45574380000,143929393.97700000000
106,10,106,475,NJ 06-2013,40.00011000000,-74.70014000000,-74.70014305560,40.00010972220,9,2013,92449,6,43281.76744570000,143569632.10500000000
107,0,107,476,NJ 07-2013,39.38345000000,-74.83033000000,-74.83032700000,39.38344900000,9,2013,0,0,43435.42954840000,144837306.52000000000
108,0,108,477,NJ 08-2013,41.18613000000,-74.47903000000,-74.47903000000,41.18613000000,9,2013,0,0,42978.06833490000,141084077.19800000000
109,0,109,478,NJ 09-2013,40.48381000000,-74.80235000000,-74.80235000000,40.48381000000,9,2013,0,0,43159.22757670000,142563439.98000000000
110,0,110,479,NJ 10-2013,40.56394000000,-74.56960000000,-74.56960000000,40.56394000000,9,2013,0,0,43138.75375540000,142395752.57100000000
111,0,111,480,NJ 11-2013,40.55841000000,-74.72230000000,-74.72230000000,40.55841000000,9,2013,0,0,43140.16823400000,142407333.74700000000
112,0,112,481,NJ 12-2013,40.46668000000,-74.51667000000,-74.51667300000,40.46668300000,10,2013,0,0,43163.59713770000,142599244.27600000000
113,0,113,482,NJ 13-2013,40.17214000000,-74.46099000000,-74.46099000000,40.17214000000,9,2013,0,0,43238.39038700000,143212963.94300000000
114,0,114,483,NJ 14-2013,39.91692000000,-74.91473000000,-74.91473000000,39.91692000000,8,2013,0,0,43302.66312440000,143741636.30100000000
115,0,115,484,NJ 16-2013,40.87646000000,-74.34033000000,-74.34033000000,40.87646000000,9,2013,0,0,43058.42453470000,141739039.62400000000
116,0,116,485,NJ 17-2013,40.43103000000,-74.89497000000,-74.89497000000,40.43103000000,9,2013,0,0,43172.68597800000,142673736.23500000000
117,1,117,486,NJ 18-2013,40.97815000000,-74.87239000000,-74.87239000000,40.97815000000,10,2013,82775,6,43032.12096850000,141524426.60300000000
118,0,118,487,NJ 19-2013,40.68346000000,-74.66674000000,-74.66674100000,40.68346200000,10,2013,0,0,43108.12245010000,142145104.32800000000
119,0,119,488,NJ 21-2013,40.06679000000,-74.48349000000,-74.48348900000,40.06679000000,10,2013,0,0,43264.98085060000,143431540.92200000000
120,0,120,489,NJ 22-2013,39.25977000000,-74.72555000000,-74.72555000000,39.25977000000,9,2013,0,0,43465.90916730000,145089506.28900000000
121,0,121,490,NJ 23-2013,38.99850000000,-74.89350000000,-74.89350000000,38.99850000000,9,2013,0,0,42679.55927800000,131984644.79800000000
122,0,122,491,NJ 24-2013,39.78335000000,-74.90002000000,-74.90001900000,39.78335200000,10,2013,0,0,43336.10380470000,144017157.97000000000
123,0,123,492,NY 24-2013,40.52935000000,-74.31526000000,-74.31525600000,40.52935090000,6,2013,0,0,48213.05198290000,137561215.19600000000
124,0,124,493,PA 02-2013,40.58834000000,-75.34860000000,-75.34860000000,40.58834000000,8,2013,0,0,43132.50956620000,142344635.19000000000
125,0,125,494,PA 10-2013,39.97952000000,-75.22078000000,-75.22077900000,39.97952400000,10,2013,0,0,43286.94303100000,143612224.03800000000
126,0,126,495,PA 12-2013,40.34259000000,-75.23665000000,-75.23665500000,40.34258600000,9,2013,0,0,43195.19038050000,142858285.89200000000
127,0,127,524,IA 05-2012,41.03407000000,-95.71303000000,-95.71302800000,41.03407000000,6,2013,0,0,43017.62293400000,141406224.67800000000
128,0,128,525,IA 07-2012,40.76802000000,-95.43470000000,-95.43470000000,40.76802000000,6,2013,0,0,43086.38575310000,141967406.97600000000
129,0,129,526,IA 08-2012,41.06594000000,-95.76544000000,-95.76544200000,41.06594000000,6,2013,0,0,43009.34837620000,141338792.60000000000
130,0,130,527,IA 11-2012,40.76802000000,-95.43470000000,-95.43470000000,40.76802000000,6,2013,0,0,43086.38575310000,141967406.97600000000
131,0,131,574,PA 02-2012,41.31692000000,-76.02702000000,-76.02701600000,41.31692000000,6,2013,0,0,42943.90000080000,140806189.64900000000
132,0,132,575,PA 06-2012,40.96593000000,-76.56885000000,-76.56884800000,40.96593000000,6,2013,0,0,43035.28618730000,141550240.47800000000
133,0,133,576,PA 10-2012,40.55831000000,-75.81928000000,-75.81928300000,40.55831000000,6,2013,0,0,43140.19405560000,142407544.86100000000
134,0,134,577,PA 12-2012,40.09348000000,-76.84681000000,-76.84680900000,40.09348000000,6,2013,0,0,43258.25237920000,143376212.87400000000
135,0,135,578,PA 13-2012,40.05033000000,-77.19648000000,-77.19648000000,40.05033000000,6,2013,0,0,43269.12786470000,143465647.75100000000
136,0,136,579,PA 17-2012,41.33371000000,-77.04280000000,-77.04280100000,41.33371000000,6,2013,0,0,42939.50373420000,140770461.94900000000
137,0,137,580,PA 23-2012,40.03056000000,-76.61710000000,-76.61710400000,40.03056000000,6,2013,0,0,43274.10594910000,143506596.61100000000
138,0,138,581,NY 03-2013,41.37686000000,-75.89449000000,-75.89448600000,41.37686450000,6,2013,0,0,42928.19361870000,140678575.28900000000
139,0,139,582,NY 17-2013,41.57916000000,-75.88019000000,-75.88019070000,41.57916170000,7,2013,0,0,42874.97443060000,140246754.11600000000
140,0,140,583,PA 01-2013,41.63485000000,-75.29697000000,-75.29697000000,41.63485000000,7,2013,0,0,42860.26588360000,140127569.70600000000
141,0,141,584,PA 03-2013,41.73662000000,-76.05845000000,-76.05845400000,41.73662500000,10,2013,0,0,42833.31914470000,139909400.07200000000
142,0,142,585,PA 04-2013,39.86179000000,-76.73976000000,-76.73976000000,39.86179000000,9,2013,0,0,43316.48205730000,143855454.37000000000
143,0,143,586,PA 05-2013,40.39450000000,-77.15022000000,-77.15021999000,40.39449900000,10,2013,0,0,43181.98867930000,142750005.82700000000
144,0,144,587,PA 06-2013,40.67093000000,-76.79774000000,-76.79774000000,40.67093000000,9,2013,0,0,43111.33941110000,142171414.81100000000
145,0,145,588,PA 07-2013,40.60449000000,-75.87403000000,-75.87402820000,40.60448798170,9,2013,0,0,43128.37453250000,142310790.71000000000
146,0,146,589,PA 08-2013,40.61471000000,-76.17163000000,-76.17163000000,40.61471000000,9,2013,0,0,43125.75597050000,142289360.66300000000
147,0,147,590,PA 11-2013,40.58864000000,-75.78107000000,-75.78106800000,40.58864500000,9,2013,0,0,43132.43147640000,142343996.01900000000
148,0,148,591,PA 21-2013,41.02106000000,-76.88895000000,-76.88895000000,41.02106000000,9,2013,0,0,43020.99716740000,141433730.39300000000
149,0,149,592,PA 22-2013,41.61440000000,-80.16825000000,-80.16824800000,41.61440000000,8,2013,0,0,42865.67033800000,140171353.99300000000
150,0,150,593,PA 23-2013,41.18346000000,-79.02801000000,-79.02801000000,41.18346000000,9,2013,0,0,42978.76465420000,141089743.70200000000
151,0,151,594,PA 24-2013,41.90959000000,-79.27735000000,-79.27735000000,41.90959000000,9,2013,0,0,42787.32837890000,139537592.56900000000
152,0,152,711,AL 05-2013,32.66288000000,-85.44954000000,-85.44954000000,32.66288000000,10,2013,0,0,44943.98285020000,157521184.82900000000
153,0,153,712,AL 22-2013,32.47030000000,-85.05973000000,-85.05973000000,32.47030000000,10,2013,0,0,44983.18299800000,157853255.19900000000
154,0,154,713,FL 03-2013,30.91337000000,-85.54211000000,-85.54210900000,30.91337500000,9,2013,0,0,45292.76064370000,160471884.31400000000
155,0,155,714,FL 05-2013,30.31493000000,-85.51585000000,-85.51585000000,30.31493000000,9,2013,0,0,45408.38131500000,161446945.26000000000
156,0,156,715,FL 06-2013,30.73902000000,-85.34327000000,-85.34327000000,30.73902000000,9,2013,0,0,45326.63557530000,160757778.52000000000
157,0,157,716,FL 07-2013,30.43438000000,-85.08697000000,-85.08697000000,30.43438000000,9,2013,0,0,45385.44923140000,161253726.90200000000
158,0,158,717,FL 08-2013,30.36433000000,-84.05269000000,-84.05268900000,30.36433000000,9,2013,0,0,45398.90618060000,161367122.16900000000
159,1,159,718,GA 02-2013,31.57277000000,-82.02293000000,-82.02293000000,31.57277000000,9,2013,108417,6,45163.21931180000,159377221.00700000000
160,4,160,719,GA 03-2013,31.00900000000,-83.41790000000,-83.41790000000,31.00900000000,9,2013,108424,6,45274.11520010000,160314453.02300000000
161,0,161,720,GA 04-2013,31.62994000000,-82.21712000000,-82.21712000000,31.62994000000,8,2013,0,0,45151.88027980000,159281314.19500000000
162,14,162,721,GA 05-2013,32.18920000000,-83.86186000000,-83.86186000000,32.18920000000,9,2013,108402,6,45040.03690250000,158334747.17400000000
163,3,163,722,GA 06-2013,31.01600000000,-83.43280000000,-83.43280000000,31.01600000000,9,2013,108424,6,45272.74840070000,160302910.70300000000
164,0,164,723,GA 07-2013,31.68489000000,-82.50017000000,-82.50017000000,31.68489000000,9,2013,0,0,45140.96532310000,159188982.52900000000
165,0,165,724,GA 08-2013,31.65123000000,-82.21280000000,-82.21280000000,31.65123000000,8,2013,0,0,45147.65321110000,159245557.95300000000
166,0,166,725,GA 09-2013,30.51220000000,-83.00110000000,-83.00110000000,30.51220000000,8,2013,0,0,45370.47020330000,161127469.54600000000
167,0,167,726,GA 10-2013,32.03696000000,-82.41210000000,-82.41210000000,32.03696000000,8,2013,0,0,45070.64902720000,158593921.06400000000
168,1,168,727,GA 11-2013,31.10970000000,-83.23340000000,-83.23340000000,31.10970000000,8,2013,108421,6,45254.42900380000,160148183.54200000000
169,0,169,728,GA 12-2013,30.55600000000,-83.29750000000,-83.29750000000,30.55600000000,8,2013,0,0,45362.02600490000,161056277.10700000000
170,4,170,729,GA 13-2013,32.32130000000,-81.95068000000,-81.95068000000,32.32130000000,9,2013,108377,6,45013.37250240000,158108949.67300000000
171,0,171,730,GA 14-2013,31.80550000000,-82.64140000000,-82.64140000000,31.80550000000,9,2013,0,0,45116.95145790000,158985807.29400000000
172,4,172,731,GA 15-2013,31.05300000000,-83.06970000000,-83.06970000000,31.05300000000,9,2013,108419,6,45265.51995370000,160241863.87700000000
173,0,173,732,GA 16-2013,31.45685000000,-82.24045000000,-82.24045000000,31.45685000000,9,2013,0,0,45186.15760400000,159571196.55400000000
174,1,174,733,GA 17-2013,32.40414000000,-81.95409000000,-81.95409000000,32.40414000000,9,2013,108346,6,44996.60282270000,157966921.95100000000
175,25,175,734,GA 18-2013,32.23385000000,-83.81083000000,-83.81083000000,32.23385000000,9,2013,108382,6,45031.03493780000,158258521.94200000000
176,0,176,735,GA 19-2013,31.65947000000,-82.01546000000,-82.01546000000,31.65947000000,9,2013,0,0,45146.01663600000,159231713.71000000000
177,2,177,736,GA 20-2013,31.03950000000,-83.05440000000,-83.05440000000,31.03950000000,9,2013,108422,6,45268.15821200000,160264145.71700000000
178,0,178,737,GA 21-2013,30.49380000000,-83.38040000000,-83.38040000000,30.49380000000,8,2013,0,0,45374.01461500000,161157348.69700000000
179,2,179,738,GA 22-2013,32.24254000000,-81.99093000000,-81.99093000000,32.24254000000,10,2013,108380,6,45029.28154290000,158243674.35000000000
180,0,180,739,GA 23-2013,31.31950000000,-83.19950000000,-83.19950000000,31.31950000000,8,2013,0,0,45213.24463540000,159800183.79800000000
181,1,181,740,GA 24-2013,31.52678000000,-82.20491000000,-82.20491000000,31.52678000000,9,2013,108418,6,45172.32828140000,159454256.57700000000
182,0,182,787,CO 02-2012,37.46960000000,-105.77973000000,-105.77973000000,37.46960000000,7,2013,0,0,43894.86828280000,148662512.73500000000
183,0,183,788,CO 10-2012,39.73011000000,-107.02377000000,-107.02377000000,39.73011000000,9,2013,0,0,43349.39932690000,144126782.27400000000
184,0,184,789,CO 11-2012,38.40588000000,-107.89505000000,-107.89505000000,38.40588000000,6,2013,0,0,43673.32805370000,146811938.89400000000
185,0,185,790,CO 15-2012,37.37131000000,-105.90155000000,-105.90155000000,37.37131000000,7,2013,0,0,43917.77823570000,148854461.32600000000
186,0,186,791,CO 16-2012,38.49369000000,-107.92490000000,-107.92490000000,38.49369000000,6,2013,0,0,43652.23839400000,146636334.42700000000
187,0,187,792,CO 18-2012,37.42487000000,-105.94207000000,-105.94207000000,37.42487000000,7,2013,0,0,43905.30218400000,148749919.50600000000
188,0,188,793,CO 21-2012,37.48475000000,-105.82048000000,-105.82048000000,37.48475000000,7,2013,0,0,43891.33124410000,148632887.22200000000
189,0,189,794,CO 23-2012,37.41510000000,-106.01139000000,-106.01139000000,37.41510000000,7,2013,0,0,43907.57942180000,148768999.08700000000
190,5,190,816,SC 03-2013,34.15848000000,-79.23453000000,-79.23453000000,34.15848000000,3,2013,108004,6,44632.45450830000,154881700.92600000000
191,0,191,817,SC 18-2013,32.79465000000,-80.06870000000,-80.06870300000,32.79465000000,7,2013,0,0,44917.04236900000,157292937.86200000000
