OBJECTID,Join_Count,TARGET_FID,uid,sampleid,y,x,bee_geocod,bee_geoc_1,bee_geoc_2,bee_geoc_3,pointid,grid_code,Shape_Leng,Shape_Area
191,0,191,2243,FL 23-2013,28.65020000000,-80.83334000000,-80.83333600000,28.65019600000,3,2014,0,0,45720.60694250000,164066389.50500000000
192,0,192,2244,FL 24-2013,26.81311000000,-80.28864000000,-80.28864300000,26.81310800000,3,2014,0,0,46049.85403720000,166796595.65600000000
193,0,193,2294,MN 05-2013,44.03748000000,-94.42300000000,-94.42300000000,44.03748000000,6,2014,0,0,42200.59418730000,134858190.91200000000
194,928,194,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014,1,6,41505.34851020000,129479421.63400000000
195,0,195,2296,MN 14-2013,45.39269000000,-94.71884000000,-94.71883900000,45.39268900000,6,2014,0,0,41805.47321880000,131778245.47800000000
196,0,196,2297,MN 15-2013,44.98390000000,-93.75385000000,-93.75385000000,44.98390000000,6,2014,0,0,41926.50726820000,132715338.54500000000
197,0,197,2298,MN 18-2013,46.16996000000,-95.02803000000,-95.02803100000,46.16996400000,6,2014,0,0,41570.77078240000,129977474.55500000000
198,1,198,2299,MN 23-2013,45.83677000000,-94.85996000000,-94.85995600000,45.83677000000,6,2014,962,6,41672.12422480000,130752441.44400000000
199,0,199,2300,MN 24-2013,45.79106000000,-94.41483000000,-94.41483000000,45.79106000000,6,2014,0,0,41685.94101190000,130858403.27200000000
200,33,200,2301,MN 17-2013,46.29673000000,-95.11298000000,-95.11298000000,46.29673000000,6,2014,929,6,41531.91256930000,129681444.29600000000
201,0,201,2359,AL 03-2013,31.65046000000,-86.90719000000,-86.90719000000,31.65046000000,5,2014,0,0,45147.80653110000,159246854.25800000000
202,0,202,2360,AL 04-2013,31.77557000000,-85.99686000000,-85.99686000000,31.77557000000,4,2014,0,0,45122.91811150000,159036294.02000000000
203,0,203,2361,AL 07-2013,31.51954000000,-85.70905000000,-85.70905000000,31.51954000000,5,2014,0,0,45173.76155760000,159466376.72300000000
204,3,204,2362,AL 13-2013,30.43737000000,-87.89433000000,-87.89433000000,30.43737000000,5,2014,44554,6,39053.29940220000,98201640.37910000000
