OBJECTID,Join_Count,TARGET_FID,uid,sampleid,y,x,bee_geocod,bee_geoc_1,bee_geoc_2,bee_geoc_3,pointid,grid_code,Shape_Leng,Shape_Area
14,0,14,17,PA 24-2011,40.59877000000,-78.52019000000,-78.52018700000,40.59877000000,9,2011,0,0,43129.83914670000,142322777.37300000000
15,0,15,18,PA 25-2011,40.21957000000,-77.73577000000,-77.73577100000,40.21957000000,10,2011,0,0,43226.39171330000,143114398.89600000000
16,0,16,19,VA 04-2011,37.72468000000,-77.66926000000,-77.66925800000,37.72468000000,10,2011,0,0,43835.10548120000,148162288.89300000000
17,0,17,20,VA 09-2011,37.22406000000,-80.46217000000,-80.46217300000,37.22406000000,10,2011,0,0,43951.97579670000,149141173.08600000000
18,0,18,21,VA 15-2011,39.83930000000,-77.72402000000,-77.72402200000,39.83930000000,11,2011,0,0,43322.11279970000,143901846.64000000000
19,0,19,22,VA 16-2011,38.45006000000,-77.93232000000,-77.93232000000,38.45006000000,11,2011,0,0,43662.72094520000,146723610.13800000000
20,0,20,23,WI 01-2011,39.57733000000,-77.85237000000,-77.85237100000,39.57733000000,9,2011,0,0,43387.42265220000,144440575.54300000000
21,0,21,24,WI 02-2011,39.30229000000,-77.94983000000,-77.94982900000,39.30229000000,9,2011,0,0,43455.44319230000,145002879.56800000000
22,0,22,25,WI 03-2011,39.04240000000,-79.71562000000,-79.71562200000,39.04240000000,9,2011,0,0,43519.20771390000,145531091.87200000000
23,0,23,26,WI 04-2011,39.42838000000,-78.60267000000,-78.60266900000,39.42838000000,9,2011,0,0,43424.32894280000,144745516.47300000000
24,0,24,27,WI 05-2011,39.32926000000,-78.92557000000,-78.92556800000,39.32926000000,9,2011,0,0,43448.79786940000,144947891.12300000000
25,0,25,28,WI 06-2011,39.13816000000,-78.54288000000,-78.54287700000,39.13816000000,9,2011,0,0,43495.76998180000,145336818.09900000000
26,0,26,29,WI 07-2011,39.32856000000,-80.17570000000,-80.17569700000,39.32856000000,9,2011,0,0,43448.97055620000,144949319.64400000000
27,0,27,30,WI 08-2011,39.90624000000,-80.73032000000,-80.73032400000,39.90624000000,9,2011,0,0,43305.34229220000,143763698.15600000000
28,0,28,31,WI 09-2011,39.35989000000,-80.38082000000,-80.38082100000,39.35989000000,9,2011,0,0,43441.24435990000,144885401.52600000000
29,0,29,32,WI 10-2011,39.19693000000,-79.85590000000,-79.85590400000,39.19693000000,9,2011,0,0,43481.35291880000,145217384.82000000000
30,0,30,33,WI 11-2011,38.92884000000,-80.78294000000,-80.78294400000,38.92884000000,9,2011,0,0,43546.91609360000,145760942.84000000000
31,0,31,34,WI 12-2011,39.71336000000,-80.76900000000,-80.76899700000,39.71336000000,9,2011,0,0,43353.57416509990,144161220.33200000000
32,0,32,35,WI 13-2011,37.31605000000,-81.22070000000,-81.22070300000,37.31605000000,9,2011,0,0,43930.62732050000,148962164.51900000000
33,0,33,36,WI 14-2011,38.29818000000,-80.66245000000,-80.66245300000,38.29818000000,9,2011,0,0,43699.11798490000,147026823.53100000000
34,0,34,37,WI 15-2011,37.66274000000,-80.47160000000,-80.47160300000,37.66274000000,9,2011,0,0,43849.65756920000,148284026.63700000000
35,0,35,38,WI 16-2011,38.35107000000,-80.79382000000,-80.79382300000,38.35107000000,9,2011,0,0,43686.46165630000,146921352.87900000000
36,0,36,39,WI 17-2011,38.15116000000,-80.83377000000,-80.83377100000,38.15116000000,9,2011,0,0,43734.19630700000,147319334.75500000000
37,0,37,40,WI 18-2011,37.68388000000,-81.12347000000,-81.12346600000,37.68388000000,10,2011,0,0,43844.69409050000,148242498.68200000000
38,0,38,41,WI 19-2011,38.93691000000,-82.09911000000,-82.09911300000,38.93691000000,10,2011,0,0,43544.95014600000,145744628.38700000000
39,0,39,42,WI 20-2011,39.17844000000,-81.57463000000,-81.57463100000,39.17844000000,10,2011,0,0,43485.89157050000,145254977.78300000000
40,0,40,43,WI 21-2011,38.17015000000,-81.94563000000,-81.94563300000,38.17015000000,10,2011,0,0,43729.67397510000,147281608.44700000000
41,0,41,44,WI 22-2011,38.13693000000,-82.51025000000,-82.51024600000,38.13693000000,10,2011,0,0,43737.58367810000,147347595.82000000000
42,0,42,45,WI 23-2011,38.47261000000,-81.12608000000,-81.12608300000,38.47261000000,10,2011,0,0,43657.30337220000,146678503.45800000000
43,0,43,46,WI 24-2011,39.54578000000,-78.07470000000,-78.07469900000,39.54578000000,10,2011,0,0,43395.25380190000,144505250.34000000000
44,0,44,47,WI 25-2011,38.62772000000,-80.69978000000,-80.69978300000,38.62772000000,10,2011,0,0,43619.93992710000,146367605.08100000000
45,0,45,143,ID 05-2011,42.45719000000,-87.95445000000,-87.95445300000,42.45719000000,10,2011,0,0,42640.07972420000,138351921.43600000000
46,0,46,144,ID 06-2011,41.69372000000,-87.60960000000,-87.60959600000,41.69372000000,10,2011,0,0,42844.69013010000,140001433.25800000000
47,0,47,145,ID 10-2011,38.13027000000,-89.48111000000,-89.48111000000,38.13027000000,10,2011,0,0,43739.16898150000,147360822.18000000000
48,0,48,146,ID 21-2011,40.15527000000,-91.09834000000,-91.09833500000,40.15527000000,9,2011,0,0,43242.65524490000,143248006.21900000000
49,0,49,147,ID 23-2011,41.31861000000,-89.16444000000,-89.16444400000,41.31861000000,9,2011,0,0,42943.45838170000,140802599.26400000000
50,0,50,148,IL 06-2011,40.82143000000,-88.80625000000,-88.80625200000,40.82143000000,9,2011,0,0,43072.62570560000,141854994.86500000000
51,0,51,149,IL 22-2011,38.63576000000,-87.49129000000,-87.49128700000,38.63576000000,10,2011,0,0,43617.99908180000,146351463.71700000000
52,0,52,150,IL 25-2011,39.30736000000,-87.44499000000,-87.44499200000,39.30736000000,10,2011,0,0,43454.19500860000,144992549.21300000000
53,0,53,223,MD 01-2011,39.33058000000,-77.19447000000,-77.19446600000,39.33058000000,7,2011,0,0,43448.47243730000,144945198.63600000000
54,0,54,224,MD 08-2011,39.51690000000,-77.41383000000,-77.41383400000,39.51690000000,8,2011,0,0,43402.41556590000,144564411.68400000000
55,0,55,225,MD 09-2011,39.41517000000,-77.47302000000,-77.47302200000,39.41517000000,8,2011,0,0,43427.59409460000,144772512.44100000000
56,0,56,226,MD 10-2011,39.26130000000,-76.42751000000,-76.42751300000,39.26130000000,9,2011,0,0,72524.57179010000,98680004.68030000000
57,0,57,227,MD 11-2011,39.64394000000,-76.38275000000,-76.38275100000,39.64394000000,9,2011,0,0,43370.86511050000,144303885.79800000000
58,0,58,228,MD 12-2011,39.22033000000,-77.22086000000,-77.22086300000,39.22033000000,9,2011,0,0,43475.60538200000,145169786.41000000000
59,0,59,229,MD 13-2011,39.22035000000,-77.22086000000,-77.22086300000,39.22035000000,9,2011,0,0,43475.60047620000,145169745.92500000000
60,0,60,230,MD 14-2011,39.22026000000,-77.22587000000,-77.22586800000,39.22026000000,9,2011,0,0,43475.62256530000,145169928.86100000000
61,0,61,231,MD 15-2011,39.46790000000,-76.33632000000,-76.33631900000,39.46790000000,10,2011,0,0,43414.55278510000,144664704.79800000000
62,0,62,232,MD 17-2011,39.66811000000,-77.10355000000,-77.10355400000,39.66811000000,10,2011,0,0,43364.84892010000,144254237.74200000000
63,0,63,233,MD 18-2011,39.66398000000,-76.88527000000,-76.88526900000,39.66398000000,10,2011,0,0,43365.87726460000,144262723.31200000000
64,0,64,234,MD 19-2011,39.46790000000,-76.33632000000,-76.33631900000,39.46790000000,10,2011,0,0,43414.55278510000,144664704.79800000000
65,0,65,235,NJ 03-2011,39.62841000000,-75.25208000000,-75.25208300000,39.62841000000,8,2011,0,0,43374.72835330000,144335771.90500000000
66,0,66,236,NJ 22-2011,39.68467000000,-75.19798000000,-75.19798300000,39.68467000000,9,2011,0,0,43360.72432780000,144220205.83900000000
67,0,67,237,VA 02-2011,38.79127000000,-77.13470000000,-77.13469700000,38.79127000000,10,2011,0,0,43580.35811860000,146038609.94400000000
68,0,68,238,VA 03-2011,38.24993000000,-77.14172000000,-77.14172400000,38.24993000000,10,2011,0,0,43710.64655310000,147122928.05700000000
69,1,69,239,VA 13-2011,37.91755000000,-75.52382000000,-75.52381900000,37.91755000000,10,2011,107205,6,43789.62563120000,147782100.71300000000
70,0,70,321,WA 08-2010,46.72900000000,-117.14000000000,-117.14000000000,46.72900000000,4,2011,0,0,41398.15658770000,128667097.49800000000
71,0,71,322,IA 01-2011,43.46766000000,-116.49726000000,-116.49726000000,43.46766000000,9,2011,0,0,42361.62147640000,136130224.52000000000
72,0,72,323,IA 02-2011,43.56630000000,-116.77316000000,-116.77316000000,43.56630000000,9,2011,0,0,42333.95695600000,135911012.55500000000
73,0,73,324,IA 03-2011,43.65605000000,-116.81272000000,-116.81272000000,43.65605000000,9,2011,0,0,42308.70983920000,135711199.18100000000
74,0,74,325,IA 04-2011,42.63079000000,-114.76076000000,-114.76076000000,42.63079000000,10,2011,0,0,42592.87266310000,137973358.69400000000
75,0,75,326,IA 11-2011,43.36020000000,-114.22565000000,-114.22565000000,43.36020000000,10,2011,0,0,42391.66034190000,136368565.23300000000
76,0,76,327,MT 01-2011,46.64425000000,-112.08478000000,-112.08478000000,46.64425000000,8,2011,0,0,41424.53440250000,128866564.27100000000
77,0,77,328,MT 02-2011,46.65297000000,-112.00895000000,-112.00895000000,46.65297000000,9,2011,0,0,41421.82375130000,128846053.65500000000
78,0,78,329,MT 04-2011,46.87640000000,-113.90942000000,-113.90942000000,46.87640000000,9,2011,0,0,41352.09763820000,128319480.37600000000
79,0,79,330,MT 05-2011,46.96540000000,-114.12062000000,-114.12062000000,46.96540000000,9,2011,0,0,41324.17577800000,128109166.66400000000
80,0,80,331,MT 06-2011,46.83921000000,-114.05573000000,-114.05573000000,46.83921000000,9,2011,0,0,41363.74031770000,128407268.95400000000
81,0,81,332,MT 07-2011,45.15989000000,-112.71210000000,-112.71210000000,45.15989000000,9,2011,0,0,41874.60182830000,132312766.67600000000
82,0,82,333,MT 08-2011,47.47162000000,-111.34245000000,-111.34245000000,47.47162000000,10,2011,0,0,41163.73988870000,126906886.18900000000
83,0,83,374,ND 23-2011,43.95686000000,-73.45158000000,-73.45158400000,43.95686000000,7,2011,0,0,42223.55451660000,135038984.26100000000
84,0,84,375,NH 01-2011,43.27200000000,-71.48900000000,-71.48899800000,43.27200000000,9,2011,0,0,42416.23510660000,136563798.32300000000
85,0,85,376,NH 03-2011,43.11900000000,-71.55000000000,-71.55000300000,43.11900000000,10,2011,0,0,42458.70824230000,136901725.57000000000
86,0,86,398,NE 01-2011,32.19060000000,-106.42890000000,-106.42890000000,32.19060000000,7,2011,0,0,45039.75761270000,158332378.13400000000
87,0,87,399,NE 02-2011,31.95117000000,-106.08100000000,-106.08100000000,31.95117000000,7,2011,0,0,45087.84729280000,158739495.68300000000
88,0,88,400,NE 03-2011,31.96790000000,-106.66060000000,-106.66060000000,31.96790000000,7,2011,0,0,45084.49717740000,158711139.42400000000
89,0,89,401,NE 04-2011,32.12630000000,-106.72330000000,-106.72330000000,32.12630000000,7,2011,0,0,45052.70272580000,158441984.15700000000
90,0,90,402,NE 05-2011,32.88980000000,-107.29620000000,-107.29620000000,32.88980000000,7,2011,0,0,44897.53246620000,157127627.48900000000
91,0,91,403,NE 06-2011,32.94470000000,-107.30350000000,-107.30350000000,32.94470000000,7,2011,0,0,44886.25073170000,157032034.83500000000
92,0,92,404,NE 07-2011,35.63354000000,-105.96686000000,-105.96686000000,35.63354000000,8,2011,0,0,44312.35946580000,152174420.08600000000
93,0,93,405,NE 09-2011,36.51691000000,-105.58358000000,-105.58358000000,36.51691000000,8,2011,0,0,44114.22145090000,150504258.51400000000
94,0,94,406,NE 10-2011,34.74803000000,-106.71803000000,-106.71803000000,34.74803000000,7,2011,0,0,44506.09558680000,153811984.01700000000
95,0,95,407,NE 11-2011,34.88033000000,-106.69771000000,-106.69771000000,34.88033000000,8,2011,0,0,44477.45384560000,153569667.39700000000
96,0,96,408,NE 12-2011,35.07228000000,-106.67960000000,-106.67960000000,35.07228000000,8,2011,0,0,44435.71055100000,153216631.96300000000
97,0,97,409,NE 13-2011,36.12206000000,-105.78769000000,-105.78769000000,36.12206000000,8,2011,0,0,44203.39839830000,151255280.41100000000
98,0,98,410,NE 15-2011,32.16000000000,-106.48000000000,-106.48000000000,32.16000000000,8,2011,0,0,45045.92092230000,158384564.12000000000
99,0,99,411,NE 16-2011,32.00043000000,-106.64952000000,-106.64952000000,32.00043000000,8,2011,0,0,45077.97874280000,158655963.52500000000
100,0,100,412,NE 17-2011,36.88350000000,-106.61689000000,-106.61689000000,36.88350000000,8,2011,0,0,44030.52443350000,149800521.09100000000
101,0,101,413,NE 18-2011,32.29569000000,-106.82088000000,-106.82088000000,32.29569000000,8,2011,0,0,45018.55223590000,158152811.07900000000
102,0,102,414,NE 19-2011,36.13402000000,-105.65685000000,-105.65685000000,36.13402000000,8,2011,0,0,44200.71188020000,151232638.39500000000
103,0,103,415,NE 21-2011,34.94002000000,-106.69038000000,-106.69038000000,34.94002000000,8,2011,0,0,44464.49707630000,153460071.75300000000
104,0,104,416,NE 22-2011,36.88334000000,-106.60001000000,-106.60001000000,36.88334000000,8,2011,0,0,44030.56104280000,149800828.76900000000
105,0,105,417,NE 23-2011,36.03832000000,-105.78360000000,-105.78360000000,36.03832000000,8,2011,0,0,44222.18303610000,151413626.18000000000
106,0,106,418,NE 24-2011,31.40022000000,-105.60007000000,-105.60007000000,31.40022000000,8,2011,0,0,45197.34041390000,159665739.31600000000
107,0,107,419,NE 25-2011,36.19843000000,-105.68523000000,-105.68523000000,36.19843000000,8,2011,0,0,44186.22811070000,151110586.47000000000
108,0,108,420,TX 20-2011,31.46527000000,-106.14656000000,-106.14656000000,31.46527000000,12,2011,0,0,41029.70957160000,116509465.26900000000
109,0,109,421,TX 21-2011,31.47580000000,-106.15519000000,-106.15519000000,31.47580000000,12,2011,0,0,41288.91984990000,123478910.62100000000
110,0,110,427,NJ 01-2011,39.95649000000,-74.61307000000,-74.61307500000,39.95649000000,7,2011,0,0,43292.73035440000,143659858.87600000000
111,0,111,428,NJ 04-2011,39.36538000000,-74.85332000000,-74.85331700000,39.36538000000,8,2011,0,0,43439.88947950000,144874194.65300000000
112,0,112,429,NJ 06-2011,40.87648000000,-74.34032000000,-74.34031700000,40.87648000000,9,2011,0,0,43058.41933320000,141738997.35500000000
113,27,113,430,NJ 07-2011,40.97900000000,-74.87148000000,-74.87148300000,40.97900000000,10,2011,86912,6,43031.90065760000,141522630.13000000000
114,0,114,431,NJ 08-2011,40.47051000000,-74.58673000000,-74.58673100000,40.47051000000,9,2011,0,0,43162.62099690000,142591245.12400000000
115,0,115,432,NJ 09-2011,40.06800000000,-74.49004000000,-74.49004400000,40.06800000000,9,2011,0,0,43264.67592470000,143429033.52700000000
116,46,116,433,NJ 10-2011,41.14057000000,-74.70230000000,-74.70230100000,41.14057000000,9,2011,86852,6,42989.93853390000,141180702.03600000000
117,0,117,434,NJ 11-2011,40.54202000000,-74.63069000000,-74.63069200000,40.54202000000,10,2011,0,0,43144.35944420000,142441652.60500000000
118,0,118,435,NJ 13-2011,40.31352000000,-74.07831000000,-74.07830800000,40.31352000000,9,2011,0,0,43202.57291910000,142918859.54600000000
119,135,119,436,NJ 14-2011,40.48340000000,-74.80190000000,-74.80190300000,40.48340000000,9,2011,93346,6,43159.33219480000,142564297.01900000000
120,3,120,437,NJ 16-2011,41.19832000000,-74.69182000000,-74.69181800000,41.19832000000,10,2011,86853,6,42974.88956980000,141058208.87700000000
121,4,121,438,NJ 17-2011,40.43330000000,-74.89330000000,-74.89330300000,40.43330000000,9,2011,95113,6,43172.10765070000,142668995.45000000000
122,0,122,439,NJ 20-2011,40.75315000000,-74.13864000000,-74.13864100000,40.75315000000,9,2011,0,0,43090.21106590000,141998670.72700000000
123,0,123,440,NJ 21-2011,40.14381000000,-74.49802000000,-74.49801600000,40.14381000000,9,2011,0,0,43245.54922480000,143271790.70800000000
124,0,124,441,NJ 23-2011,40.31352000000,-74.39126000000,-74.39125800000,40.31352000000,9,2011,0,0,43202.57300790000,142918860.14800000000
125,1,125,442,NJ 24-2011,40.59370000000,-74.94700000000,-74.94699900000,40.59370000000,9,2011,93699,6,43131.13719520000,142333401.89200000000
126,0,126,443,NJ 25-2011,40.46127000000,-74.57704000000,-74.57704200000,40.46127000000,10,2011,0,0,43164.97772790000,142610557.78600000000
127,0,127,444,PA 04-2011,40.63052000000,-75.51709000000,-75.51709000000,40.63052000000,8,2011,0,0,43121.70420210000,142256205.93400000000
128,0,128,445,PA 17-2011,40.34310000000,-75.23668000000,-75.23667900000,40.34310000000,9,2011,0,0,43195.05973930000,142857214.08500000000
129,0,129,497,IN 23-2011,41.61880000000,-95.42107000000,-95.42106600000,41.61880000000,10,2011,0,0,42864.50912350000,140161943.43300000000
130,0,130,498,NC 01-2011,40.85089000000,-96.74912000000,-96.74912300000,40.85089000000,8,2011,0,0,43065.02737300000,141792943.43000000000
131,0,131,499,NC 02-2011,40.85089000000,-96.74912000000,-96.74912300000,40.85089000000,8,2011,0,0,43065.02737300000,141792943.43000000000
132,0,132,500,NC 03-2011,40.62148000000,-96.63148000000,-96.63148500000,40.62148000000,8,2011,0,0,43124.02285440000,142275175.82900000000
133,0,133,501,NC 04-2011,40.62148000000,-96.63148000000,-96.63148500000,40.62148000000,8,2011,0,0,43124.02285440000,142275175.82900000000
134,0,134,502,NC 05-2011,40.04555000000,-96.37250000000,-96.37249800000,40.04555000000,8,2011,0,0,43270.33332220000,143475560.58500000000
135,0,135,503,NC 06-2011,40.92555000000,-96.28001000000,-96.28001400000,40.92555000000,8,2011,0,0,43045.73849840000,141635504.34900000000
136,0,136,504,NC 07-2011,41.22611000000,-96.48834000000,-96.48833500000,41.22611000000,8,2011,0,0,42967.63988110000,140999222.07000000000
137,0,137,505,NC 08-2011,41.05722000000,-96.44738000000,-96.44738000000,41.05722000000,8,2011,0,0,43011.61332470000,141357248.15000000000
138,0,138,506,NC 09-2011,40.79195000000,-96.93225000000,-96.93225100000,40.79195000000,8,2011,0,0,43080.22393050000,141917060.40200000000
139,0,139,507,NC 10-2011,41.04055000000,-96.37250000000,-96.37249800000,41.04055000000,9,2011,0,0,43015.94134320000,141392518.83100000000
140,0,140,508,NC 11-2011,40.91111000000,-97.09695000000,-97.09694700000,40.91111000000,9,2011,0,0,43049.47270850000,141665974.52000000000
141,3,141,509,NC 12-2011,41.42334000000,-99.12620000000,-99.12620500000,41.42334000000,9,2011,99879,6,42915.99839010000,140579540.09300000000
142,0,142,510,NC 13-2011,40.73778000000,-96.84447000000,-96.84446700000,40.73778000000,9,2011,0,0,43094.16642240000,142030996.75700000000
143,0,143,511,NC 14-2011,41.64265000000,-99.57819000000,-99.57819400000,41.64265000000,9,2011,0,0,42858.20557230000,140110877.40200000000
144,0,144,512,NC 15-2011,41.22611000000,-96.48834000000,-96.48833500000,41.22611000000,9,2011,0,0,42967.63988110000,140999222.07000000000
145,0,145,513,NC 16-2011,41.64265000000,-99.57810000000,-99.57810200000,41.64265000000,9,2011,0,0,42858.20562370000,140110877.88900000000
146,3,146,514,NC 17-2011,41.42334000000,-99.12620000000,-99.12620500000,41.42334000000,9,2011,99879,6,42915.99839010000,140579540.09300000000
147,0,147,515,NC 18-2011,41.56001000000,-98.14451000000,-98.14450800000,41.56001000000,8,2011,0,0,42880.02880900000,140287723.66700000000
148,0,148,516,NC 19-2011,40.73778000000,-96.84447000000,-96.84446700000,40.73778000000,8,2011,0,0,43094.16642240000,142030996.75700000000
149,0,149,517,NC 20-2011,41.64265000000,-99.57819000000,-99.57819400000,41.64265000000,8,2011,0,0,42858.20557230000,140110877.40200000000
150,0,150,518,NC 21-2011,40.86222000000,-99.98417000000,-99.98416900000,40.86222000000,8,2011,0,0,43062.10339590000,141769069.58900000000
151,0,151,519,NC 22-2011,41.56001000000,-98.14451000000,-98.14450800000,41.56001000000,8,2011,0,0,42880.02880900000,140287723.66700000000
152,0,152,520,NC 23-2011,41.28500000000,-98.56834000000,-98.56833600000,41.28500000000,8,2011,0,0,42952.25338790000,140874090.14200000000
153,0,153,521,NC 24-2011,40.91111000000,-97.09695000000,-97.09694700000,40.91111000000,8,2011,0,0,43049.47270850000,141665974.52000000000
154,0,154,522,NC 25-2011,41.61861000000,-99.86651000000,-99.86650800000,41.61861000000,8,2011,0,0,42864.55976700000,140162353.04200000000
155,0,155,523,SD 03-2011,42.94266000000,-96.78092000000,-96.78092200000,42.94266000000,8,2011,0,0,42507.40729870000,137289974.98800000000
156,0,156,550,PA 01-2011,40.97866000000,-76.42706000000,-76.42706300000,40.97866000000,7,2011,0,0,43031.98888480000,141523349.30200000000
157,0,157,551,PA 02-2011,40.85184000000,-76.76597000000,-76.76596800000,40.85184000000,8,2011,0,0,43064.78066220000,141790931.53100000000
158,0,158,552,PA 03-2011,40.60751000000,-77.04246000000,-77.04245800000,40.60751000000,8,2011,0,0,43127.60056570000,142304456.18400000000
159,0,159,553,PA 05-2011,41.61440000000,-80.16825000000,-80.16825100000,41.61440000000,8,2011,0,0,42865.67032820000,140171353.82900000000
160,0,160,554,PA 06-2011,40.65658000000,-76.48163000000,-76.48162800000,40.65658000000,8,2011,0,0,43115.02147150000,142201533.09100000000
161,0,161,555,PA 07-2011,40.99938000000,-78.80790000000,-78.80789900000,40.99938000000,8,2011,0,0,43026.61940410000,141479565.37800000000
162,0,162,556,PA 08-2011,41.34399000000,-80.20784000000,-80.20784000000,41.34399000000,9,2011,0,0,42936.81104270000,140748581.89400000000
163,0,163,557,PA 12-2011,41.64972000000,-75.16638000000,-75.16638200000,41.64972000000,8,2011,0,0,42856.33401700000,140095721.27800000000
164,0,164,558,PA 13-2011,40.04848000000,-77.18963000000,-77.18962900000,40.04848000000,10,2011,0,0,43269.59375310000,143469479.96200000000
165,0,165,559,PA 14-2011,41.98698000000,-75.80602000000,-75.80602300000,41.98698000000,9,2011,0,0,42766.67036740000,139370812.74100000000
166,0,166,560,PA 15-2011,41.53096000000,-75.28254000000,-75.28253900000,41.53096000000,8,2011,0,0,42887.68526090000,140349807.43900000000
167,1,167,561,PA 16-2011,39.81705000000,-76.62304000000,-76.62303900000,39.81705000000,8,2011,99882,6,43327.67967850000,143947721.66600000000
168,0,168,562,PA 18-2011,40.25741000000,-77.12756000000,-77.12756300000,40.25741000000,10,2011,0,0,43216.80639910000,143035688.97800000000
169,1,169,563,PA 19-2011,40.54900000000,-75.84076000000,-75.84075900000,40.54900000000,10,2011,95210,6,43142.57487730000,142427039.25500000000
170,0,170,627,FL 02-2010,30.29331000000,-85.53153000000,-85.53153200000,30.29331000000,4,2011,0,0,45412.52422100000,161481842.11900000000
171,0,171,628,FL 04-2010,30.45065000000,-85.17723000000,-85.17723100000,30.45065000000,2,2011,0,0,45382.32011410000,161227354.86500000000
172,0,172,629,FL 08-2010,30.52193000000,-84.09752000000,-84.09751900000,30.52193000000,2,2011,0,0,45368.59526660000,161111663.01900000000
173,0,173,630,FL 09-2010,30.61960000000,-85.11486000000,-85.11486100000,30.61960000000,2,2011,0,0,45349.74722580000,160952734.79500000000
174,0,174,631,AL 01-2011,32.99916000000,-85.39444000000,-85.39444000000,32.99916000000,9,2011,0,0,44875.04002780000,156937045.96300000000
175,0,175,632,AL 02-2011,31.25888000000,-85.59027000000,-85.59027100000,31.25888000000,9,2011,0,0,45225.16844960000,159900958.11600000000
176,0,176,633,AL 05-2011,32.85416000000,-85.57944000000,-85.57943700000,32.85416000000,9,2011,0,0,44904.84454800000,157189587.41900000000
177,0,177,634,AL 08-2011,31.48352000000,-85.43343000000,-85.43343400000,31.48352000000,10,2011,0,0,45180.88659840000,159526627.23700000000
178,0,178,635,AL 10-2011,31.03350000000,-85.26684000000,-85.26683800000,31.03350000000,10,2011,0,0,45269.33066070000,160274047.16600000000
179,0,179,636,AL 13-2011,34.60010000000,-85.60026000000,-85.60025800000,34.60010000000,9,2011,0,0,44537.99410090000,154081931.96200000000
180,0,180,637,AL 19-2011,34.85002000000,-85.60008000000,-85.60008200000,34.85002000000,10,2011,0,0,44484.02262750000,153625238.80200000000
181,1,181,638,GA 01-2011,31.66684000000,-83.18348000000,-83.18347900000,31.66684000000,8,2011,110099,6,45144.55251580000,159219328.31900000000
182,0,182,639,GA 02-2011,31.23786000000,-83.62808000000,-83.62808200000,31.23786000000,8,2011,0,0,45229.29822230000,159935857.52100000000
183,0,183,640,GA 03-2011,31.36668000000,-83.03345000000,-83.03344700000,31.36668000000,8,2011,0,0,45203.95141570000,159721630.16900000000
184,0,184,641,GA 04-2011,32.15095000000,-82.56340000000,-82.56340000000,32.15095000000,8,2011,0,0,45047.73982380000,158399968.88600000000
185,31,185,642,GA 05-2011,30.93472000000,-84.65068000000,-84.65068100000,30.93472000000,8,2011,110104,6,45288.60273270000,160436781.50000000000
186,0,186,643,GA 06-2011,31.49000000000,-84.24677000000,-84.24677300000,31.49000000000,8,2011,0,0,45179.60521280000,159515792.19100000000
187,1,187,644,GA 07-2011,30.91332000000,-84.53656000000,-84.53656000000,30.91332000000,8,2011,110124,6,45292.77127010000,160471974.08800000000
188,3,188,645,GA 08-2011,31.49707000000,-82.34390000000,-82.34390300000,31.49707000000,8,2011,110100,6,45178.20688830000,159503968.12000000000
189,0,189,646,GA 09-2011,32.24971000000,-81.91870000000,-81.91870100000,32.24971000000,10,2011,0,0,45027.83460060000,158231421.72300000000
190,0,190,647,GA 10-2011,31.98096000000,-82.35636000000,-82.35636100000,31.98096000000,10,2011,0,0,45081.87789400000,158688972.82700000000
191,0,191,648,GA 11-2011,31.49239000000,-82.29571000000,-82.29570800000,31.49239000000,11,2011,0,0,45179.13248480000,159511794.97200000000
