OBJECTID,Join_Count,TARGET_FID,pointid,grid_code,uid,sampleid,y,x,bee_geocod,bee_geoc_1,bee_geoc_2,bee_geoc_3
62,1,62,62,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
63,1,63,63,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
64,1,64,64,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
65,1,65,65,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
66,1,66,66,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
67,1,67,67,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
68,1,68,68,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
69,1,69,69,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
70,1,70,70,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
71,1,71,71,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
72,1,72,72,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
73,1,73,73,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
74,1,74,74,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
75,1,75,75,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
76,1,76,76,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
77,1,77,77,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
78,1,78,78,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
79,1,79,79,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
80,1,80,80,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
81,1,81,81,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
82,1,82,82,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
83,1,83,83,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
84,1,84,84,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
85,1,85,85,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
86,1,86,86,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
87,1,87,87,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
88,1,88,88,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
89,1,89,89,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
90,1,90,90,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
91,1,91,91,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
92,1,92,92,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
93,1,93,93,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
94,1,94,94,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
95,1,95,95,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
96,1,96,96,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
97,1,97,97,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
98,1,98,98,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
99,1,99,99,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
100,1,100,100,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
101,1,101,101,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
102,1,102,102,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
103,1,103,103,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
104,1,104,104,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
105,1,105,105,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
106,1,106,106,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
107,1,107,107,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
108,1,108,108,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
109,1,109,109,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
110,1,110,110,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
111,1,111,111,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
112,1,112,112,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
113,1,113,113,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
114,1,114,114,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
115,1,115,115,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
116,1,116,116,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
117,1,117,117,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
118,1,118,118,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
119,1,119,119,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
120,1,120,120,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
121,1,121,121,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
122,1,122,122,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
123,1,123,123,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
124,1,124,124,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
125,1,125,125,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
126,1,126,126,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
127,1,127,127,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
128,1,128,128,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
129,1,129,129,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
130,1,130,130,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
131,1,131,131,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
132,1,132,132,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
133,1,133,133,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
134,1,134,134,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
135,1,135,135,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
136,1,136,136,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
137,1,137,137,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
138,1,138,138,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
139,1,139,139,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
140,1,140,140,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
141,1,141,141,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
142,1,142,142,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
143,1,143,143,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
144,1,144,144,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
145,1,145,145,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
146,1,146,146,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
147,1,147,147,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
148,1,148,148,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
149,1,149,149,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
150,1,150,150,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
151,1,151,151,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
152,1,152,152,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
153,1,153,153,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
154,1,154,154,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
155,1,155,155,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
156,1,156,156,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
157,1,157,157,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
158,1,158,158,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
159,1,159,159,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
160,1,160,160,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
161,1,161,161,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
162,1,162,162,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
163,1,163,163,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
164,1,164,164,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
165,1,165,165,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
166,1,166,166,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
167,1,167,167,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
168,1,168,168,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
169,1,169,169,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
170,1,170,170,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
171,1,171,171,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
172,1,172,172,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
173,1,173,173,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
174,1,174,174,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
175,1,175,175,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
176,1,176,176,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
177,1,177,177,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
178,1,178,178,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
179,1,179,179,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
180,1,180,180,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
181,1,181,181,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
182,1,182,182,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
183,1,183,183,6,2295,MN 10-2013,46.38308000000,-95.19548000000,-95.19548000000,46.38308000000,6,2014
184,1,184,184,6,2301,MN 17-2013,46.29673000000,-95.11298000000,-95.11298000000,46.29673000000,6,2014
185,1,185,185,6,2301,MN 17-2013,46.29673000000,-95.11298000000,-95.11298000000,46.29673000000,6,2014
186,1,186,186,6,1164,SD 06-2013,45.32945000000,-97.01624000000,-97.01623672900,45.32945156580,6,2014
187,1,187,187,6,1164,SD 06-2013,45.32945000000,-97.01624000000,-97.01623672900,45.32945156580,6,2014
188,1,188,188,6,1164,SD 06-2013,45.32945000000,-97.01624000000,-97.01623672900,45.32945156580,6,2014
189,1,189,189,6,1164,SD 06-2013,45.32945000000,-97.01624000000,-97.01623672900,45.32945156580,6,2014
190,1,190,190,6,1169,SD 11-2013,45.03206000000,-102.00288000000,-102.00288000000,45.03206000000,6,2014
191,1,191,191,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
192,1,192,192,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
193,1,193,193,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
194,1,194,194,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
195,1,195,195,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
196,1,196,196,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
197,1,197,197,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
198,1,198,198,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
199,1,199,199,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
200,1,200,200,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
201,1,201,201,6,1170,SD 12-2013,44.57894000000,-98.49851000000,-98.49851114300,44.57893810990,6,2014
202,1,202,202,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
203,1,203,203,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
204,1,204,204,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
205,1,205,205,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
206,1,206,206,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
207,1,207,207,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
208,1,208,208,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
209,1,209,209,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
210,1,210,210,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
211,1,211,211,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
212,1,212,212,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
213,1,213,213,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
214,1,214,214,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
215,1,215,215,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
216,1,216,216,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
217,1,217,217,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
218,1,218,218,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
219,1,219,219,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
220,1,220,220,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
221,1,221,221,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
222,1,222,222,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
223,1,223,223,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
224,1,224,224,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
225,1,225,225,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
226,1,226,226,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
227,1,227,227,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
228,1,228,228,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
229,1,229,229,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
230,1,230,230,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
231,1,231,231,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
232,1,232,232,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
233,1,233,233,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
234,1,234,234,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
235,1,235,235,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
236,1,236,236,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
237,1,237,237,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
238,1,238,238,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
239,1,239,239,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
240,1,240,240,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
241,1,241,241,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
242,1,242,242,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
243,1,243,243,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
244,1,244,244,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
245,1,245,245,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
246,1,246,246,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
247,1,247,247,6,1165,SD 07-2013,44.37868000000,-100.19429000000,-100.19428980000,44.37867526360,7,2014
