OBJECTID,Join_Count,TARGET_FID,sampleid,x,y,month,year,pointid,grid_code,Shape_Leng,Shape_Area
76,0,76,MD 19-2012,-76.85609000000,39.15651000000,6,2013,0,0,24230.85255810000,45102170.05870000000
77,0,77,MD 21-2012,-76.36570000000,39.37057000000,6,2013,0,0,24201.51223170000,44966850.72880000000
78,0,78,MD 22-2012,-76.66673000000,39.70994000000,6,2013,0,0,24154.61077410000,44751008.60950000000
79,0,79,MD 14-2012,-76.82726000000,38.40117000000,4,2013,0,0,24332.91199530000,45574544.78030000000
80,0,80,VA 11-2012,-75.52470000000,37.91700000000,5,2013,0,0,24397.15106680000,45873113.71890000000
81,0,81,NJ 20-2013,-75.15025000000,39.43352000000,9,2013,0,0,24192.84858020000,44926936.35170000000
82,0,82,MD 18-2012,-76.94384000000,39.16290000000,5,2013,0,0,24229.97950130000,45098140.30660000000
83,0,83,VA 01-2013,-77.14170000000,38.24930000000,9,2013,0,0,24353.15985160000,45668553.44780000000
84,0,84,MD 23-2012,-76.15991000000,39.20835000000,6,2013,0,0,24223.76424390000,45069457.98620000000
85,0,85,MD 16-2012,-76.42392000000,39.37730000000,4,2013,0,0,24200.58677860000,44962585.98870000000
86,0,86,MD 03-2013,-76.54384000000,39.65795000000,9,2013,0,0,24161.82669810000,44784178.17660000000
87,0,87,MD 24-2012,-75.90551000000,39.68912000000,6,2013,0,0,24157.50180920000,44764296.15960000000
88,0,88,MD 20-2012,-76.38318000000,39.44388000000,6,2013,0,0,24191.42083110000,44920360.36080000000
89,0,89,MD 04-2013,-76.69736000000,39.42415000000,9,2013,0,0,24194.13885200000,44932879.44710000000
90,0,90,MT 05-2013,-112.37253000000,47.50133000000,5,2013,0,0,22928.79178040000,39370937.61180000000
91,0,91,MT 04-2013,-112.19556000000,47.80043000000,5,2013,0,0,22875.19090350000,39148832.26650000000
92,0,92,MT 13-2013,-111.49934000000,45.91112000000,5,2013,0,0,23204.78337040000,40533078.23070000000
93,0,93,MT 01-2013,-114.08067000000,46.32890000000,5,2013,0,0,23133.70307660000,40230837.26410000000
94,0,94,MT 03-2013,-114.08031000000,46.69389000000,5,2013,0,0,23070.78270670000,39964983.86400000000
95,0,95,MT 12-2013,-111.68555000000,47.71361000000,5,2013,0,0,22890.80658580000,39213416.85160000000
96,0,96,MT 06-2013,-112.14559000000,48.74054000000,5,2013,0,0,22703.05696480000,38443586.05190000000
97,0,97,MT 02-2013,-114.08067000000,46.32890000000,5,2013,0,0,23133.70307660000,40230837.26410000000
98,0,98,MT 14-2013,-111.29379000000,45.78600000000,5,2013,0,0,23225.87882470000,40623165.23160000000
99,0,99,NY 22-2013,-73.36697000000,43.34871000000,9,2013,0,0,23619.99622720000,42337813.77170000000
100,0,100,NY 12-2013,-73.39318000000,43.53383000000,8,2013,0,0,23591.13979460000,42210295.89330000000
101,0,101,NY 16-2013,-73.02089000000,44.81685000000,9,2013,0,0,23386.35141200000,41314172.68330000000
102,0,102,TX 23-2012,-106.15517000000,31.47595000000,6,2013,0,0,25173.04476300000,49522307.70160000000
103,0,103,TX 24-2013,-106.20698000000,31.48645000000,6,2013,0,0,25171.88825320000,49516859.24360000000
104,0,104,TX 22-2012,-106.40579000000,31.80989000000,6,2013,0,0,25136.10227500000,49348205.41410000000
105,0,105,NJ 17-2013,-74.89497000000,40.43103000000,9,2013,0,0,24053.35531550000,44287098.60980000000
106,0,106,NJ 01-2013,-74.60309000000,39.50341000000,8,2013,0,0,24183.21002120000,44882553.47490000000
107,0,107,NJ 08-2013,-74.47903000000,41.18613000000,9,2013,0,0,23944.92554330000,43793655.35670000000
108,0,108,PA 21-2012,-75.41792000000,40.28095000000,6,2013,0,0,24074.61141390000,44384242.66440000000
109,0,109,NJ 05-2013,-74.72746000000,39.82594000000,8,2013,0,0,24138.46982770000,44676865.02050000000
110,0,110,NJ 11-2013,-74.72230000000,40.55841000000,9,2013,0,0,24035.23832930000,44204405.16140000000
111,0,111,NJ 14-2013,-74.91473000000,39.91692000000,8,2013,0,0,24125.77106220000,44618583.38670000000
112,0,112,NJ 03-2013,-74.08014000000,40.31357000000,9,2013,0,0,24069.99944700000,44363154.18780000000
113,0,113,PA 12-2013,-75.23665000000,40.34259000000,9,2013,0,0,24065.89339710000,44344384.05130000000
114,0,114,NJ 15-2013,-75.09689000000,39.72949000000,8,2013,0,0,24151.89432720000,44738525.54320000000
115,0,115,NJ 04-2013,-74.82928000000,39.66193000000,8,2013,0,0,24161.27466630000,44781640.18020000000
116,0,116,PA 02-2013,-75.34860000000,40.58834000000,8,2013,0,0,24030.97121030000,44184942.47720000000
117,0,117,NJ 22-2013,-74.72555000000,39.25977000000,9,2013,0,0,24216.72234110000,45036972.94700000000
118,0,118,NJ 10-2013,-74.56960000000,40.56394000000,9,2013,0,0,24034.45021950000,44200810.21880000000
119,0,119,PA 10-2013,-75.22078000000,39.97952000000,10,2013,0,0,24117.01278180000,44578412.92010000000
120,0,120,NJ 18-2013,-74.87239000000,40.97815000000,10,2013,0,0,23975.04051110000,43930343.16650000000
121,10,121,NJ 06-2013,-74.70014000000,40.00011000000,9,2013,27961,6,24114.12919330000,44565191.80670000000
122,0,122,NJ 19-2013,-74.66674000000,40.68346000000,10,2013,0,0,24017.38410660000,44123006.49410000000
123,0,123,NJ 09-2013,-74.80235000000,40.48381000000,9,2013,0,0,24045.85700560000,44252861.41470000000
124,0,124,NJ 21-2013,-74.48349000000,40.06679000000,10,2013,0,0,24104.77663370000,44522327.09410000000
125,0,125,NJ 24-2013,-74.90002000000,39.78335000000,10,2013,0,0,24144.40229870000,44704107.52770000000
126,0,126,NJ 07-2013,-74.83033000000,39.38345000000,9,2013,0,0,24199.74091610000,44958688.49780000000
127,0,127,NJ 23-2013,-74.89350000000,38.99850000000,9,2013,0,0,24252.39111590000,45201647.31550000000
128,0,128,NJ 12-2013,-74.51667000000,40.46668000000,10,2013,0,0,24048.29145040000,44263975.28690000000
129,0,129,NJ 13-2013,-74.46099000000,40.17214000000,9,2013,0,0,24089.96201390000,44454479.17000000000
130,0,130,NJ 16-2013,-74.34033000000,40.87646000000,9,2013,0,0,23989.69542240000,43996961.13730000000
131,0,131,NY 24-2013,-74.31526000000,40.52935000000,6,2013,0,0,24039.37750550000,44223289.61040000000
132,0,132,NE 15-2012,-96.35994000000,41.15493000000,5,2013,0,0,23949.45635400000,43814201.32010000000
133,0,133,NE 24-2012,-97.99596000000,40.60580000000,6,2013,0,0,24028.48125130000,44173587.09020000000
134,0,134,NE 21-2012,-98.32075000000,40.82920000000,5,2013,0,0,23996.49164140000,44027876.87630000000
135,0,135,NE 16-2012,-96.84103000000,40.74590000000,6,2013,0,0,24008.44513170000,44082288.07970000000
136,0,136,NE 07-2012,-98.33634000000,40.89570000000,5,2013,0,0,23986.92708570000,43984371.10340000000
137,0,137,NE 05-2012,-98.28291000000,40.98850000000,5,2013,0,0,23973.54732310000,43923558.39450000000
138,0,138,NE 08-2012,-96.63892000000,40.65560000000,6,2013,0,0,24021.36893150000,44141164.59150000000
139,0,139,NE 09-2012,-98.30684000000,40.91341000000,5,2013,0,0,23984.37666070000,43972774.86820000000
140,0,140,NE 06-2012,-96.42501000000,41.15810000000,5,2013,0,0,23948.99627360000,43812114.72610000000
141,0,141,NE 22-2012,-96.92968000000,40.79240000000,7,2013,0,0,24001.77609500000,44051925.84890000000
142,0,142,IA 08-2012,-95.76544000000,41.06594000000,6,2013,0,0,23962.35300980000,43872721.31240000000
143,0,143,NE 14-2012,-95.58220000000,41.18320000000,7,2013,0,0,23945.35195330000,43795588.12760000000
144,0,144,NE 23-2012,-96.05662000000,41.33540000000,7,2013,0,0,23923.19377290000,43695193.20860000000
145,0,145,NE 02-2012,-95.56250000000,40.08590000000,7,2013,0,0,24102.09379530000,44510034.75660000000
146,0,146,NE 03-2012,-95.36060000000,40.04260000000,7,2013,0,0,24108.17261280000,44537887.89060000000
147,0,147,NE 18-2012,-95.55040000000,40.29160000000,7,2013,0,0,24073.10706390000,44377362.60570000000
148,0,148,NE 17-2012,-96.05662000000,41.33540000000,7,2013,0,0,23923.19377290000,43695193.20860000000
149,0,149,IA 11-2012,-95.43470000000,40.76802000000,6,2013,0,0,24005.27377740000,44067848.18210000000
150,0,150,NE 10-2012,-98.20070000000,40.26140000000,6,2013,0,0,24077.37408860000,44396877.57500000000
151,0,151,IA 05-2012,-95.71303000000,41.03407000000,6,2013,0,0,23966.96312660000,43893652.65800000000
152,0,152,NE 11-2012,-96.35943000000,41.12840000000,5,2013,0,0,23953.30479460000,43831658.59710000000
153,0,153,NE 13-2012,-96.43037000000,41.18290000000,7,2013,0,0,23945.39561090000,43795786.03130000000
154,0,154,NE 19-2012,-95.51060000000,40.22380000000,7,2013,0,0,24082.68107680000,44421156.12790000000
155,0,155,NE 20-2012,-96.80004000000,40.85980000000,6,2013,0,0,23992.09293890000,44007865.28610000000
156,0,156,IA 07-2012,-95.43470000000,40.76802000000,6,2013,0,0,24005.27377740000,44067848.18210000000
157,0,157,PA 04-2013,-76.73976000000,39.86179000000,9,2013,0,0,24133.47015660000,44653913.26660000000
158,0,158,PA 10-2012,-75.81928000000,40.55831000000,6,2013,0,0,24035.25265070000,44204470.50440000000
159,0,159,PA 08-2013,-76.17163000000,40.61471000000,9,2013,0,0,24027.20853100000,44167784.97790000000
160,0,160,PA 22-2013,-80.16825000000,41.61440000000,8,2013,0,0,23882.30376970000,43510338.47940000000
161,0,161,NY 17-2013,-75.88019000000,41.57916000000,7,2013,0,0,23887.48756610000,43533743.56000000000
162,0,162,NY 03-2013,-75.89449000000,41.37686000000,6,2013,0,0,23917.13816190000,43667784.11650000000
163,0,163,PA 11-2013,-75.78107000000,40.58864000000,9,2013,0,0,24030.92776450000,44184744.29730000000
164,0,164,PA 07-2013,-75.87403000000,40.60449000000,9,2013,0,0,24028.66753650000,44174437.31320000000
165,0,165,PA 12-2012,-76.84681000000,40.09348000000,6,2013,0,0,24101.02796890000,44505152.96040000000
166,0,166,PA 23-2013,-79.02801000000,41.18346000000,9,2013,0,0,23945.31340460000,43795414.12230000000
167,0,167,PA 17-2012,-77.04280000000,41.33371000000,6,2013,0,0,23923.43944500000,43696306.30530000000
168,0,168,PA 05-2013,-77.15022000000,40.39450000000,10,2013,0,0,24058.53807360000,44310772.75040000000
169,0,169,PA 21-2013,-76.88895000000,41.02106000000,9,2013,0,0,23968.84305050000,43902190.77980000000
170,0,170,PA 23-2012,-76.61710000000,40.03056000000,6,2013,0,0,24109.86062330000,44545624.89780000000
171,0,171,PA 06-2012,-76.56885000000,40.96593000000,6,2013,0,0,23976.80400480000,43938356.22920000000
172,0,172,OH 18-2012,-80.50166000000,41.27594000000,8,2013,0,0,23931.86184800000,43734449.10310000000
173,0,173,PA 06-2013,-76.79774000000,40.67093000000,9,2013,0,0,24019.17657020000,44131174.00240000000
174,0,174,PA 03-2013,-76.05845000000,41.73662000000,10,2013,0,0,23864.27959350000,43429025.96100000000
175,0,175,PA 02-2012,-76.02702000000,41.31692000000,6,2013,0,0,23925.88885000000,43707396.57880000000
176,0,176,PA 24-2013,-79.27735000000,41.90959000000,9,2013,0,0,23838.65616770000,43313613.85250000000
177,0,177,PA 13-2012,-77.19648000000,40.05033000000,6,2013,0,0,24107.08715070000,44532914.25920000000
178,0,178,PA 01-2013,-75.29697000000,41.63485000000,7,2013,0,0,23879.29264830000,43496747.09320000000
179,0,179,SC 18-2012,-82.32319000000,34.67369000000,7,2013,0,0,24805.19403500000,47786648.45530000000
180,0,180,GA 04-2013,-82.21712000000,31.62994000000,8,2013,0,0,25156.04888920000,49442226.87510000000
181,0,181,GA 22-2013,-81.99093000000,32.24254000000,10,2013,0,0,25087.74387180000,49120134.84430000000
182,0,182,SC 19-2012,-81.05447000000,32.98851000000,6,2013,0,0,25003.03102080000,48720314.40990000000
183,0,183,SC 12-2012,-81.14719000000,33.98338000000,8,2013,0,0,24887.34448710000,48174187.94830000000
184,0,184,GA 08-2013,-82.21280000000,31.65123000000,8,2013,0,0,25153.69377320000,49431127.76250000000
185,0,185,FL 08-2013,-84.05269000000,30.36433000000,9,2013,0,0,25293.67750360000,50089678.51830000000
186,0,186,GA 10-2013,-82.41210000000,32.03696000000,8,2013,0,0,25110.79140060000,49228854.05760000000
187,0,187,GA 07-2013,-82.50017000000,31.68489000000,9,2013,0,0,25149.96763550000,49413566.10340000000
188,0,188,GA 14-2013,-82.64140000000,31.80550000000,9,2013,0,0,25136.58856720000,49350499.18810000000
189,3,189,GA 05-2013,-83.86186000000,32.18920000000,9,2013,34983,6,25093.73616400000,49148404.71520000000
190,14,190,GA 18-2013,-83.81083000000,32.23385000000,9,2013,34969,6,25088.72073110000,49124743.57040000000
191,0,191,GA 17-2013,-81.95409000000,32.40414000000,9,2013,0,0,25069.53710240000,49034228.43380000000
192,0,192,SC 23-2012,-82.18945000000,34.51653000000,7,2013,0,0,24824.03498430000,47875494.03770000000
193,1,193,GA 13-2013,-81.95068000000,32.32130000000,9,2013,34968,6,25078.88021410000,49078315.02400000000
194,0,194,SC 04-2012,-81.98395000000,34.65110000000,8,2013,0,0,24807.90729120000,47799441.39790000000
195,0,195,GA 19-2013,-82.01546000000,31.65947000000,9,2013,0,0,25152.78188140000,49426830.06120000000
196,5,196,SC 02-2012,-81.18952000000,32.55402000000,8,2013,34937,6,25052.57966420000,48954202.34780000000
197,0,197,FL 03-2013,-85.54211000000,30.91337000000,9,2013,0,0,25234.53932850000,49811789.53680000000
198,0,198,GA 21-2013,-83.38040000000,30.49380000000,8,2013,0,0,25279.80945250000,50024563.50590000000
199,0,199,GA 16-2013,-82.24045000000,31.45685000000,9,2013,0,0,25175.14621190000,49532208.62300000000
200,1,200,GA 24-2013,-82.20491000000,31.52678000000,9,2013,34986,6,25167.44134100000,49495909.59540000000
201,0,201,GA 11-2013,-83.23340000000,31.10970000000,8,2013,0,0,25213.18307980000,49711309.89990000000
202,0,202,SC 16-2012,-81.14990000000,33.98351000000,8,2013,0,0,24887.32907690000,48174115.33960000000
203,0,203,GA 15-2013,-83.06970000000,31.05300000000,9,2013,0,0,25219.36233990000,49740389.14200000000
204,1,204,GA 03-2013,-83.41790000000,31.00900000000,9,2013,34987,6,25224.15116990000,49762921.60490000000
205,0,205,GA 23-2013,-83.19950000000,31.31950000000,8,2013,0,0,25190.23754200000,49603288.05680000000
206,0,206,SC 24-2012,-82.18946000000,34.51653000000,7,2013,0,0,24824.03506680000,47875494.29160000000
207,0,207,SC 13-2012,-82.07043000000,34.67610000000,4,2013,0,0,24804.90440620000,47785282.99580000000
208,0,208,SC 21-2012,-81.94277000000,34.50139000000,8,2013,0,0,24825.84573880000,47884033.88360000000
209,0,209,FL 06-2013,-85.34327000000,30.73902000000,9,2013,0,0,25253.41248860000,49900533.37750000000
210,0,210,GA 12-2013,-83.29750000000,30.55600000000,8,2013,0,0,25273.12993060000,49993189.44740000000
211,0,211,SC 06-2012,-80.89545000000,32.20571000000,8,2013,0,0,25091.88219010000,49139658.60710000000
212,0,212,GA 20-2013,-83.05440000000,31.03950000000,9,2013,0,0,25220.83220920000,49747305.49590000000
213,0,213,SC 20-2012,-81.89025000000,34.72939000000,8,2013,0,0,24798.49666970000,47755072.87720000000
214,0,214,GA 09-2013,-83.00110000000,30.51220000000,8,2013,0,0,25277.83463900000,50015288.50540000000
215,0,215,FL 07-2013,-85.08697000000,30.43438000000,9,2013,0,0,25286.18007560000,50054479.77480000000
216,0,216,AL 05-2013,-85.44954000000,32.66288000000,10,2013,0,0,25040.22033750000,48895868.27000000000
217,3,217,GA 06-2013,-83.43280000000,31.01600000000,9,2013,34987,6,25223.38967890000,49759338.79290000000
218,0,218,GA 02-2013,-82.02293000000,31.57277000000,9,2013,0,0,25162.36625150000,49471996.77940000000
219,0,219,SC 09-2012,-81.07345000000,33.13979000000,6,2013,0,0,24985.64165380000,48638218.39410000000
220,0,220,AL 22-2013,-85.05973000000,32.47030000000,10,2013,0,0,25062.06034810000,48998945.39130000000
221,0,221,CO 15-2012,-105.90155000000,37.37131000000,7,2013,0,0,24468.47784610000,46205645.91990000000
222,0,222,CO 21-2012,-105.82048000000,37.48475000000,7,2013,0,0,24453.74318060000,46136867.70480000000
223,0,223,CO 22-2012,-105.07983000000,40.60599000000,7,2013,0,0,24028.45462440000,44173465.27670000000
224,0,224,CO 02-2012,-105.77973000000,37.46960000000,7,2013,0,0,24455.71384500000,46146063.82360000000
225,0,225,CO 14-2012,-105.07607000000,40.61390000000,7,2013,0,0,24027.32573580000,44168317.92550000000
226,0,226,CO 23-2012,-106.01139000000,37.41510000000,7,2013,0,0,24462.79568840000,46179117.89000000000
227,0,227,CO 01-2012,-105.91186000000,37.43470000000,7,2013,0,0,24460.25013310000,46167235.54820000000
228,0,228,CO 18-2012,-105.94207000000,37.42487000000,7,2013,0,0,24461.52700310000,46173195.68130000000
229,0,229,CO 10-2012,-107.02377000000,39.73011000000,9,2013,0,0,24151.80981530000,44738135.81780000000
230,0,230,CO 07-2012,-104.52069000000,38.25604000000,9,2013,0,0,24352.26483790000,45664394.65990000000
231,0,231,CO 11-2012,-107.89505000000,38.40588000000,6,2013,0,0,24332.28436340000,45571630.66580000000
232,0,232,CO 07-2013,-104.52069000000,38.25604000000,9,2013,0,0,24352.26484270000,45664394.73550000000
233,128,233,CO 03-2012,-104.73526000000,39.72630000000,9,2013,34639,6,24152.33912210000,44740568.25680000000
234,0,234,CO 16-2012,-107.92490000000,38.49369000000,6,2013,0,0,24320.53432180000,45517121.33800000000
235,0,235,SC 15-2012,-79.22297000000,33.88078000000,3,2013,0,0,24899.42127600000,48231187.33460000000
236,1,236,SC 03-2013,-79.23453000000,34.15848000000,3,2013,34767,6,24866.65457990000,48076550.73240000000
237,0,237,SC 08-2012,-80.03518000000,33.91884000000,4,2013,0,0,24894.94527110000,48210061.22060000000
238,0,238,SC 17-2012,-80.33045000000,33.80849000000,4,2013,0,0,24907.91012760000,48271255.33980000000
239,0,239,SC 05-2012,-79.49317000000,34.45457000000,4,2013,0,0,24831.44046800000,47910421.46420000000
240,0,240,SC 07-2012,-81.87356000000,35.00366000000,7,2013,0,0,24765.36695150000,47598931.00000000000
241,0,241,SC 03-2012,-80.13762000000,34.18119000000,8,2013,0,0,24863.96384260000,48063854.38630000000
242,0,242,SC 22-2012,-80.74833000000,32.21410000000,8,2013,0,0,25090.93979350000,49135212.69570000000
243,0,243,SC 18-2013,-80.06870000000,32.79465000000,7,2013,0,0,25025.21060400000,48825018.41180000000
244,0,244,OK 10-2012,-95.11633000000,33.96156000000,4,2013,0,0,24889.91643810000,48186325.86640000000
245,0,245,TX 17-2013,-98.52040000000,33.96937000000,9,2013,0,0,24888.99672150000,48181984.89080000000
246,0,246,OK 08-2012,-94.76939000000,34.05284000000,4,2013,0,0,24879.14974400000,48135513.50210000000
247,0,247,OK 11-2012,-95.67217000000,35.93092000000,6,2013,0,0,24651.46045070000,47062919.31940000000
248,0,248,OK 14-2012,-95.25840000000,34.00114000000,4,2013,0,0,24885.25121460000,48164308.22450000000
249,0,249,OK 12-2012,-98.11320000000,35.57520000000,5,2013,0,0,24695.50938250000,47270027.02790000000
250,0,250,TX 14-2013,-98.99600000000,34.05199000000,9,2013,0,0,24879.25073950000,48135989.98920000000
251,0,251,OK 04-2012,-96.05098000000,34.68881000000,4,2013,0,0,24803.37765500000,47778084.01410000000
