OBJECTID,Join_Count,TARGET_FID,sampleid,x,y,month,year,pointid,grid_code,Shape_Leng,Shape_Area
49,0,49,ID 11-2011,-87.64972000000,38.58777000000,8,2012,0,0,24307.91493540000,45458611.71610000000
50,0,50,ID 17-2011,-89.44334000000,39.75083000000,6,2012,0,0,24148.93215420000,44724911.58920000000
51,0,51,IL 8-2012,-89.49129000000,41.28576000000,9,2012,0,0,23930.43568880000,43727985.06170000000
52,0,52,ID 09-2011,-90.11805000000,38.39205000000,6,2012,0,0,24334.13541440000,45580217.85820000000
53,0,53,ID 18-2011,-89.77944000000,40.79388000000,6,2012,0,0,24001.56751870000,44050973.28840000000
54,0,54,IL 13-2012,-88.49223000000,42.32027000000,10,2012,0,0,23777.26611110000,43037987.57170000000
55,0,55,IL 14-2012,-88.00527000000,42.42916000000,10,2012,0,0,23760.85505070000,42964522.61810000000
56,0,56,ID 02-2011,-90.49083000000,42.44694000000,8,2012,0,0,23758.17016220000,42952512.20750000000
57,0,57,IL 2-2012,-91.20513000000,39.75587000000,9,2012,0,0,24148.23127300000,44721691.61390000000
58,0,58,ID 25-2011,-88.43472000000,40.19277000000,6,2012,0,0,24087.06033740000,44441193.22570000000
59,0,59,ID 22-2011,-90.18750000000,40.45944000000,6,2012,0,0,24049.32538710000,44268691.94860000000
60,0,60,ID 12-2011,-88.84027000000,37.78166000000,6,2012,0,0,24414.95144640000,45955999.42830000000
61,0,61,ID 20-2011,-89.27438000000,40.62444000000,8,2012,0,0,24025.82414570000,44161469.33490000000
62,0,62,IL 11-2012,-90.15445000000,38.27324000000,9,2012,0,0,24349.97905590000,45653774.65340000000
63,0,63,IL 1-2012,-89.53528000000,38.75111000000,9,2012,0,0,24285.91660100000,45356712.24570000000
64,0,64,ID 08-2011,-88.93916000000,38.86472000000,6,2012,0,0,24270.55325700000,45285616.08720000000
65,0,65,IL 6-2012,-89.94207000000,39.03848000000,9,2012,0,0,24246.95583830000,45176528.77640000000
66,0,66,IL 7-2012,-89.21002000000,40.07133000000,9,2012,0,0,24104.14402610000,44519424.35240000000
67,0,67,ID 04-2011,-89.29368000000,42.11234000000,8,2012,0,0,23808.44878680000,43177830.43030000000
68,0,68,ID 24-2011,-88.15806000000,40.95055000000,6,2012,0,0,23979.02711850000,43948454.99740000000
69,0,69,IA 01-2012,-90.64403000000,41.57615000000,9,2012,0,0,23887.93482280000,43535759.61850000000
70,0,70,ID 13-2011,-88.93195000000,38.45361000000,6,2012,0,0,24325.90449630000,45542027.08600000000
71,0,71,IL 9-2012,-90.36832000000,41.39669000000,9,2012,0,0,23914.24507280000,43654689.18700000000
72,0,72,ID 19-2011,-90.51722000000,40.91833000000,6,2012,0,0,23983.67149860000,43969565.92360000000
73,0,73,ID 16-2011,-89.47111000000,40.01333000000,6,2012,0,0,24112.28125990000,44556716.22400000000
74,0,74,ID 14-2011,-89.55917000000,38.38944000000,6,2012,0,0,24334.48409370000,45581835.96450000000
75,0,75,IL 5-2012,-89.41471000000,37.43384000000,9,2012,0,0,24460.36536080000,46167770.16110000000
76,0,76,ID 03-2011,-89.43027000000,42.46583000000,6,2012,0,0,23755.31583290000,42939746.77730000000
77,3,77,IL 4-2012,-89.28539000000,40.58787000000,9,2012,33673,6,24031.04294850000,44185265.64670000000
78,0,78,MD 02-2012,-76.84555000000,39.46447000000,9,2012,0,0,24188.58744290000,44907307.48430000000
79,0,79,VA 10-2012,-77.14170000000,38.24930000000,9,2012,0,0,24353.16490810000,45668572.33920000000
80,0,80,MD 09-2012,-75.45825000000,38.34775000000,10,2012,0,0,24340.04947500000,45607668.11850000000
81,0,81,MD 03-2012,-76.55347000000,39.41573000000,9,2012,0,0,24195.30317530000,44938238.62120000000
82,7,82,MD 11-2012,-76.33873000000,39.64489000000,10,2012,32622,6,24163.64245990000,44792522.62950000000
83,0,83,MD 01-2012,-76.74309000000,39.58322000000,9,2012,0,0,24172.18410080000,44831808.52980000000
84,0,84,MD 22-2011,-75.79204000000,38.57353000000,6,2012,0,0,24309.82778310000,45467477.77310000000
85,0,85,DE 20-2011,-75.53751000000,39.11625000000,8,2012,0,0,24236.35495050000,45127567.77890000000
86,0,86,MD 25-2011,-76.27812000000,39.43122000000,7,2012,0,0,24193.16992620000,44928412.12640000000
87,0,87,DE 23-2011,-75.53751000000,39.11625000000,8,2012,0,0,24236.35495050000,45127567.77890000000
88,0,88,DE 01-2011,-75.64003000000,38.68475000000,7,2012,0,0,24294.86661400000,45398156.01440000000
89,0,89,NJ 15-2011,-75.11652000000,39.50597000000,5,2012,0,0,24182.86145900000,44880944.77250000000
90,0,90,DE 06-2011,-75.53269000000,38.80541000000,8,2012,0,0,24278.58009130000,45322754.31040000000
91,0,91,MD 23-2011,-75.82459000000,38.48547000000,6,2012,0,0,24321.63888240000,45522241.01050000000
92,0,92,MD 20-2011,-75.67454000000,38.38849000000,6,2012,0,0,24334.61094030000,45582424.85390000000
93,0,93,DE 04-2011,-75.41575000000,38.96572000000,8,2012,0,0,24256.85178110000,45222259.39540000000
94,0,94,DE 02-2011,-75.67547000000,38.62585000000,7,2012,0,0,24302.79587000000,45434889.19800000000
95,0,95,DE 22-2011,-75.53751000000,39.11625000000,8,2012,0,0,24236.35495050000,45127567.77890000000
96,0,96,DE 10-2011,-75.53000000000,38.92871000000,8,2012,0,0,24261.87720750000,45245491.97320000000
97,0,97,DE 25-2011,-75.53751000000,39.11625000000,8,2012,0,0,24236.35495050000,45127567.77890000000
98,0,98,DE 21-2011,-75.53751000000,39.11625000000,8,2012,0,0,24236.35495050000,45127567.77890000000
99,0,99,DE 03-2011,-75.49650000000,38.87817000000,8,2012,0,0,24268.73099450000,45277187.14990000000
100,0,100,NJ 06-2012,-75.16476000000,39.44416000000,10,2012,0,0,24191.38706390000,44920200.53600000000
101,0,101,MD 04-2012,-76.82036000000,38.44388000000,9,2012,0,0,24327.20638100000,45548066.74190000000
102,0,102,DE 08-2011,-75.57106000000,38.66645000000,8,2012,0,0,24297.33170370000,45409574.20220000000
103,0,103,DE 05-2011,-75.58814000000,38.97573000000,8,2012,0,0,24255.49160860000,45215972.38520000000
104,0,104,DE 07-2011,-75.50119000000,38.50318000000,8,2012,0,0,24319.26589150000,45511235.92640000000
105,0,105,MD 06-2012,-75.47011000000,38.34763000000,10,2012,0,0,24340.06539940000,45607742.18160000000
106,0,106,MD 24-2011,-76.82302000000,39.11324000000,6,2012,0,0,24236.76577800000,45129464.66140000000
107,0,107,MD 21-2011,-75.66090000000,38.35801000000,6,2012,0,0,24338.68046520000,45601313.18550000000
108,0,108,MD 07-2012,-75.46696000000,38.34732000000,10,2012,0,0,24340.10678190000,45607934.24380000000
109,0,109,MD 05-2012,-76.67345000000,39.06739000000,9,2012,0,0,24243.01795920000,45158338.02070000000
110,0,110,VA 02-2012,-77.60230000000,38.82160000000,9,2012,0,0,24276.39044470000,45312621.78250000000
111,0,111,MD 08-2012,-75.78577000000,38.56760000000,10,2012,0,0,24310.62406250000,45471168.83540000000
112,0,112,NJ 01 -2012,-75.24970000000,39.63125000000,8,2012,0,0,24165.53300150000,44801216.20580000000
113,0,113,DE 24-2011,-75.53751000000,39.11625000000,8,2012,0,0,24236.35495050000,45127567.77890000000
114,0,114,MD 12-2012,-76.20354000000,39.47168000000,10,2012,0,0,24187.59306440000,44902728.84460000000
115,0,115,MD 10-2012,-77.11227000000,39.31352000000,10,2012,0,0,24209.35496640000,45002995.71760000000
116,0,116,DE 09-2011,-75.55995000000,39.25891000000,8,2012,0,0,24216.84510230000,45037534.87800000000
117,0,117,ID 07-2012,-116.11990000000,43.55577000000,8,2012,0,0,23587.71333210000,42195171.04740000000
118,0,118,ID 02-2012,-113.72478000000,42.55163000000,8,2012,0,0,23742.33045520000,42881706.82750000000
119,0,119,ID 06-2012,-114.83453000000,42.50399000000,8,2012,0,0,23749.54491320000,42913945.50610000000
120,0,120,IA 20-2011,-116.80506000000,43.56561000000,5,2012,0,0,23586.17354050000,42188377.13260000000
121,0,121,MT 22-2011,-111.93161000000,46.62260000000,6,2012,0,0,23083.13511050000,40017048.75460000000
122,0,122,MT 15-2011,-112.28491000000,48.25325000000,6,2012,0,0,22792.98375750000,38810491.89750000000
123,2,123,MT 25-2011,-111.21071000000,45.70663000000,6,2012,9446,6,23239.21745810000,40680216.73390000000
124,0,124,MT 12-2011,-114.06246000000,47.16311000000,4,2012,0,0,22988.74647650000,39620766.09380000000
125,0,125,MT 18-2011,-111.71405000000,45.95208000000,6,2012,0,0,23197.86035480000,40503551.10080000000
126,0,126,MT 24-2011,-112.23259000000,45.58628000000,6,2012,0,0,23259.37283260000,40766559.62130000000
127,0,127,MT 19-2011,-114.28526000000,48.40011000000,6,2012,0,0,22766.04284630000,38700219.43220000000
128,0,128,MT 23-2011,-112.17382000000,45.50250000000,6,2012,0,0,23273.35631950000,40826557.08640000000
129,0,129,IA 14-2011,-116.65969000000,48.17411000000,4,2012,0,0,22807.44472030000,38869806.41090000000
130,0,130,IA 13-2011,-116.99466000000,46.43483000000,4,2012,0,0,23115.52331650000,40153858.86100000000
131,0,131,MT 11-2011,-114.99970000000,47.17524000000,4,2012,0,0,22986.60823600000,39611830.80510000000
132,0,132,IA 17-2011,-116.92280000000,47.80271000000,4,2012,0,0,22874.78204750000,39147141.92240000000
133,0,133,ID 08-2012,-114.84798000000,42.53850000000,8,2012,0,0,23744.31984370000,42890594.91320000000
134,0,134,ID 05-2012,-116.96100000000,43.76968000000,8,2012,0,0,23554.13235060000,42047198.73210000000
135,0,135,ID 13-2012,-113.82983000000,42.52839000000,8,2012,0,0,23745.85115900000,42897437.26990000000
136,0,136,MT 20-2011,-114.35700000000,48.38734000000,6,2012,0,0,22768.39092350000,38709818.41070000000
137,0,137,MT 21-2011,-112.80610000000,46.61901000000,6,2012,0,0,23083.75619189990,40019668.40570000000
138,0,138,IA 19-2011,-115.89985000000,46.14971000000,6,2012,0,0,23164.31382190000,40360749.03280000000
139,0,139,ID 11-2012,-113.93258000000,42.54990000000,8,2012,0,0,23742.59264120000,42882877.99430000000
140,0,140,IA 22-2011,-116.83425000000,47.79455000000,6,2012,0,0,22876.25179740000,39153216.21100000000
141,0,141,ID 04-2012,-116.98314000000,44.24363000000,8,2012,0,0,23478.90098040000,41717207.36010000000
142,0,142,IA 16-2011,-116.83715000000,46.39185000000,4,2012,0,0,23122.90809400000,40185111.79420000000
143,0,143,ID 09-2012,-113.81270000000,42.55330000000,8,2012,0,0,23742.07728000000,42880575.86150000000
144,1,144,NH 14-2011,-71.70000000000,42.85300000000,7,2012,14150,6,23696.44055340000,42677063.41640000000
145,0,145,NH 10-2011,-71.46900000000,43.30100000000,6,2012,0,0,23627.41033050000,42370622.38400000000
146,0,146,NH 22-2011,-71.48900000000,43.27200000000,8,2012,0,0,23631.90854150000,42390539.29880000000
147,0,147,NH 09-2011,-71.49500000000,42.87000000000,6,2012,0,0,23693.83889230000,42665483.51430000000
148,0,148,NH 24-2011,-71.65800000000,43.69500000000,8,2012,0,0,23565.88222670000,42098926.87360000000
149,0,149,NH 05-2011,-71.61500000000,43.21800000000,6,2012,0,0,23640.27356070000,42427596.63210000000
150,0,150,NH 11-2011,-72.36100000000,43.58200000000,7,2012,0,0,23583.60788220000,42177058.60200000000
151,0,151,NH 12-2011,-72.34700000000,43.53500000000,7,2012,0,0,23590.96162680000,42209506.41650000000
152,0,152,NH 21-2011,-71.55000000000,43.11900000000,8,2012,0,0,23655.57221030000,42495434.86540000000
153,0,153,NH 25-2011,-71.50400000000,43.74500000000,8,2012,0,0,23558.01849070000,42064301.68340000000
154,0,154,NH 23-2011,-72.13200000000,43.63600000000,8,2012,0,0,23575.14525260000,42139742.41630000000
155,0,155,NH 13-2011,-71.62300000000,42.83100000000,7,2012,0,0,23699.80525770000,42692043.18460000000
156,0,156,NJ 24-2012,-74.30797000000,39.77205000000,9,2012,0,0,24145.98021410000,44711350.84580000000
157,0,157,NJ 13-2012,-74.60248000000,39.50298000000,8,2012,0,0,24183.27420150000,44882844.76360000000
158,0,158,NJ 20-2012,-74.48936000000,40.06786000000,9,2012,0,0,24104.63123480000,44521656.66480000000
159,0,159,NJ 09-2012,-74.81673000000,39.65981000000,8,2012,0,0,24161.57349360000,44783009.84390000000
160,0,160,NJ 18-2012,-75.09654000000,39.73638000000,8,2012,0,0,24150.94147130000,44734143.04420000000
161,0,161,NJ 22-2012,-74.88322000000,39.20327000000,8,2012,0,0,24224.46411910000,45072683.11950000000
162,0,162,NJ 21-2012,-74.86352000000,39.49589000000,8,2012,0,0,24184.25295800000,44887350.45820000000
163,0,163,NJ 19-2012,-74.21761000000,40.01583000000,9,2012,0,0,24111.93074560000,44555109.47200000000
164,0,164,NJ 02-2012,-74.57000000000,40.46399000000,9,2012,0,0,24048.67896120000,44265740.38800000000
165,0,165,NJ 16-2012,-74.91586000000,39.91605000000,8,2012,0,0,24125.89746970000,44619159.05560000000
166,0,166,NJ 11-2012,-74.89146000000,38.99789000000,10,2012,0,0,24252.47902150000,45202049.23990000000
167,0,167,NJ 14-2012,-74.72576000000,39.25941000000,10,2012,0,0,24216.77667490000,45037219.14270000000
168,34,168,NJ 08-2012,-74.91614000000,40.38199000000,9,2012,29206,6,24060.31631460000,44318893.06270000000
169,0,169,NJ 12-2012,-74.47858000000,41.18595000000,9,2012,0,0,23944.95625100000,43793790.67240000000
170,0,170,NJ 18-2011,-75.04429000000,40.58368000000,5,2012,0,0,24031.64065770000,44187991.40190000000
171,0,171,NJ 10-2012,-74.56944000000,40.56441000000,9,2012,0,0,24034.38794550000,44200522.04390000000
172,0,172,NJ 23-2012,-74.08000000000,40.31353000000,9,2012,0,0,24070.00985770000,44363197.67140000000
173,1,173,NJ 17-2012,-74.62062000000,40.67684000000,9,2012,26000,6,24018.33604040000,44127339.97120000000
174,0,174,NJ 15-2012,-74.86239000000,40.48377000000,9,2012,0,0,24045.86734910000,44252904.70390000000
175,0,175,NJ 07-2012,-74.81942000000,39.39071000000,10,2012,0,0,24198.74691060000,44954104.14070000000
176,0,176,NJ 05-2012,-74.20583000000,40.85057000000,9,2012,0,0,23993.42380280000,44013916.19480000000
177,0,177,NJ 19-2011,-74.82396000000,39.63065000000,5,2012,0,0,24165.61607500000,44801598.31160000000
178,0,178,NJ 03-2012,-74.38436000000,40.91973000000,9,2012,0,0,23983.46984440000,43968649.09860000000
179,0,179,NJ 04-2012,-74.61231000000,41.22861000000,9,2012,0,0,23938.75554500000,43765681.61940000000
180,0,180,NJ 12-2011,-74.73135000000,39.76638000000,5,2012,0,0,24146.76920970000,44714975.11570000000
181,0,181,PA 20-2012,-77.01373000000,40.99683000000,9,2012,0,0,23972.34808780000,43918107.32280000000
182,2,182,PA 01-2012,-75.70808000000,40.70171000000,7,2012,29036,6,24014.77785900000,44111128.29960000000
183,0,183,PA 03-2012,-76.80046000000,41.65395000000,8,2012,0,0,23876.48335300000,43484065.47420000000
184,0,184,PA 19-2012,-77.33498000000,41.16286000000,9,2012,0,0,23948.30907390000,43808994.84760000000
185,0,185,PA 11-2012,-77.57869000000,40.59259000000,9,2012,0,0,24030.36970070000,44182195.35840000000
186,0,186,PA 08-2012,-77.12736000000,41.55345000000,10,2012,0,0,23891.27085770000,43550827.06960000000
187,3,187,PA 14-2012,-76.85885000000,41.05728000000,10,2012,25978,6,23963.60993720000,43878424.27790000000
188,0,188,PA 22-2012,-79.85273000000,41.37435000000,10,2012,0,0,23917.51015130000,43669463.63570000000
189,0,189,PA 24-2012,-78.80775000000,40.99928000000,10,2012,0,0,23971.99423640000,43916499.91530000000
190,0,190,AL 16-2012,-85.36994000000,32.67616000000,10,2012,0,0,25038.71552230000,48888760.90550000000
191,0,191,GA 02-2012,-82.11774000000,31.55252000000,9,2012,0,0,25164.60752660000,49482552.79190000000
192,0,192,AL 19-2012,-85.48361000000,32.76859000000,10,2012,0,0,25028.18895550000,48839072.79230000000
193,0,193,GA 04-2012,-82.14729000000,32.94070000000,9,2012,0,0,25008.51749490000,48746210.69420000000
194,0,194,GA 24-2012,-82.27014000000,31.44720000000,8,2012,0,0,25176.21403510000,49537234.20850000000
195,0,195,GA 19-2012,-82.24047000000,31.45709000000,8,2012,0,0,25175.12554540000,49532106.64280000000
196,0,196,GA 05-2012,-83.45006000000,31.88294000000,9,2012,0,0,25127.98101670000,49309911.91280000000
197,20,197,GA 06-2012,-82.04411000000,32.19953000000,8,2012,34309,6,25092.58199010000,49142955.22320000000
198,0,198,GA 20-2012,-82.52709000000,31.72109000000,8,2012,0,0,25145.96222270000,49394682.30170000000
199,0,199,GA 17-2012,-82.54217000000,32.04935000000,8,2012,0,0,25109.41162710000,49222341.79500000000
200,0,200,AL 06-2012,-85.34665000000,31.15535000000,10,2012,0,0,25208.20712240000,49687885.24130000000
201,0,201,GA 16-2012,-82.21718000000,31.62987000000,8,2012,0,0,25156.06229900000,49442285.50370000000
202,0,202,SC 12-2011,-80.96030000000,34.98073000000,5,2012,0,0,24768.15182740000,47612047.86510000000
203,0,203,GA 03-2012,-82.26031000000,31.60161000000,10,2012,0,0,25159.18633130000,49457007.64590000000
204,0,204,SC 24-2011,-82.77325000000,34.82479000000,5,2012,0,0,24787.00717980000,47700907.35070000000
205,0,205,GA 07-2012,-83.20175000000,33.85950000000,10,2012,0,0,24901.92752860000,48243011.93320000000
206,0,206,OH 25-2011,-83.09324000000,30.91997000000,9,2012,0,0,25233.82941120000,49808445.97030000000
207,0,207,GA 15-2012,-82.28465000000,31.19666000000,9,2012,0,0,25203.69365070000,49666639.26750000000
208,0,208,SC 20-2011,-81.03934000000,33.06635000000,5,2012,0,0,24994.09805010000,48678136.99990000000
209,0,209,SC 19-2011,-81.74583000000,33.51818000000,4,2012,0,0,24941.83673600000,48431405.44620000000
210,0,210,GA 10-2012,-83.20317000000,33.08591000000,10,2012,0,0,24991.84892770000,48667518.73750000000
211,0,211,SC 08-2011,-81.48470000000,33.41554000000,4,2012,0,0,24953.76524730000,48487720.37020000000
212,0,212,GA 12-2012,-83.30022000000,31.60015000000,8,2012,0,0,25159.34774270000,49457768.16360000000
213,0,213,SC 14-2011,-81.94160000000,34.50120000000,4,2012,0,0,24825.87382730000,47884161.66810000000
214,0,214,FL 06-2012,-84.75986000000,30.53269000000,10,2012,0,0,25275.64026380000,50004977.03850000000
215,0,215,GA 01-2012,-83.81097000000,32.23386000000,10,2012,0,0,25088.72524570000,49124760.24340000000
216,0,216,GA 23-2012,-84.24699000000,31.48987000000,8,2012,0,0,25171.51558240000,49515100.27930000000
217,0,217,SC 02-2011,-82.63121000000,34.92891000000,5,2012,0,0,24774.42665100000,47641615.79500000000
218,0,218,FL 08-2012,-85.11512000000,30.61694000000,10,2012,0,0,25266.58109840000,49962417.53720000000
219,0,219,GA 08-2012,-82.95014000000,31.00175000000,8,2012,0,0,25224.94541530000,49766653.89220000000
220,0,220,AL 05-2012,-85.56683000000,33.51216000000,9,2012,0,0,24942.53735600000,48434713.11260000000
221,0,221,GA 13-2012,-83.05450000000,31.03952000000,8,2012,0,0,25220.83581050000,49747317.97760000000
222,0,222,GA 22-2012,-83.00000000000,31.19648000000,8,2012,0,0,25203.71338130000,49666732.12370000000
223,0,223,FL 09-2011,-85.11520000000,30.61997000000,2,2012,0,0,25266.25490810000,49960884.91760000000
224,0,224,GA 21-2012,-83.22441000000,31.35118000000,8,2012,0,0,25186.76733170000,49586941.21380000000
225,0,225,SC 10-2011,-81.07446000000,33.14075000000,5,2012,0,0,24985.53662330000,48637717.80420000000
226,0,226,SC 04-2011,-82.05994000000,34.55117000000,4,2012,0,0,24819.89456780000,47855962.88970000000
227,0,227,GA 09-2012,-83.02443000000,31.22702000000,8,2012,0,0,25200.37356200000,49651009.17190000000
228,0,228,AL 17-2012,-85.38908000000,31.32546000000,10,2012,0,0,25189.58959460000,49600232.20090000000
229,0,229,AL 09-2012,-85.25737000000,31.05200000000,10,2012,0,0,25219.47701940000,49740924.22670000000
230,0,230,GA 14-2012,-83.09268000000,31.08382000000,8,2012,0,0,25216.01051480000,49724611.67770000000
231,0,231,CO 21-2011,-105.91198000000,37.43496000000,6,2012,0,0,24460.21993880000,46167091.34640000000
232,0,232,CO 24-2011,-105.94043000000,37.42559000000,6,2012,0,0,24461.43703470000,46172772.44040000000
233,0,233,CO 05-2012,-107.64048000000,39.52632000000,9,2012,0,0,24180.05110700000,44868008.70290000000
234,0,234,CO 25-2011,-105.98106000000,37.42232000000,6,2012,0,0,24461.86171450000,46174754.84800000000
235,12,235,CO 23-2011,-104.78656000000,39.92000000000,6,2012,33676,6,24125.34541430000,44616626.30950000000
236,19,236,CO 15-2011,-108.70141000000,37.52807000000,6,2012,33689,6,24448.10717590000,46110568.10690000000
237,0,237,CO 04-2012,-107.68156000000,39.53135000000,9,2012,0,0,24179.35613480000,44864810.24390000000
238,14,238,CO 10-2011,-108.68785000000,37.51521000000,6,2012,33694,6,24449.78208770000,46118382.19650000000
239,0,239,SC 09-2011,-79.53180000000,33.67216000000,3,2012,0,0,24923.87864880000,48346628.87530000000
240,0,240,NM 18-2011,-79.21384000000,34.90525000000,7,2012,0,0,24777.28864590000,47655103.20490000000
241,1,241,NM 08-2011,-79.44882000000,34.79151000000,7,2012,33727,6,24791.02048680000,47719824.72900000000
242,0,242,SC 05-2011,-79.40511000000,33.59217000000,3,2012,0,0,24933.21705090000,48390712.94440000000
243,3,243,SC 16-2011,-79.44398000000,33.88119000000,3,2012,34153,6,24899.37867500000,48230981.45700000000
244,37,244,SC 21-2011,-79.18003000000,33.91602000000,3,2012,34116,6,24895.28271560000,48211648.99820000000
245,11,245,SC 06-2011,-79.26820000000,33.69221000000,3,2012,34159,6,24921.53477830000,48335564.41700000000
246,0,246,SC 15-2011,-80.73318000000,32.68750000000,6,2012,0,0,25037.42550350000,48882671.75040000000
247,10,247,SC 11-2011,-78.79620000000,34.02834000000,3,2012,34106,6,24882.04696850000,48149182.21720000000
248,0,248,SC 18-2011,-79.23889000000,34.10415000000,4,2012,0,0,24873.09042100000,48106915.17820000000
249,0,249,NM 19-2011,-80.29754000000,35.19792000000,7,2012,0,0,24741.75338280000,47487693.56800000000
250,4,250,SC 17-2011,-79.12063000000,34.21946000000,3,2012,34102,6,24859.43123590000,48042463.02800000000
251,0,251,SC 23-2011,-80.35683000000,34.75974000000,6,2012,0,0,24794.84844040000,47737869.43600000000
