sampleid,x,y,month,year,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER
WI 05-2013,-88.31207,42.93134,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 08-2012,-89.58980,42.89272,"9","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 09-2013,-88.32409,43.58003,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 12-2012,-89.59223,43.11742,"9","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 07-2012,-88.06951,43.25414,"9","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 14-2013,-88.10958,44.07880,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 05-2012,-87.75395,43.63789,"9","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 07-2013,-90.38734,43.59198,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 17-2013,-88.78787,43.78444,"8","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 02-2013,-88.16153,42.96031,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 12-2013,-88.41086,42.85769,"8","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 15-2013,-89.10715,42.70049,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 01-2012,-88.43541,42.76394,"9","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 01-2013,-89.03326,42.51412,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 24-2012,-87.96907,43.29163,"9","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 09-2011,-89.67595,42.97119,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 16-2013,-88.62450,43.03414,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 18-2011,-88.13044,43.24251,"9","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 04-2013,-88.04765,42.87441,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 11-2013,-88.32709,42.92604,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 11-2012,-88.16139,42.96023,"4","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 20-2013,-89.24617,44.50267,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 19-2013,-89.59198,43.11732,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 22-2013,-89.79098,43.16709,"10","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 17-2011,-91.19052,43.85384,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
IA 07-2013,-90.08306,42.85806,"7","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 05-2011,-88.08487,43.28064,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 08-2011,-89.12300,43.35799,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 06-2011,-88.73413,44.53171,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 09-2012,-88.85403,43.29661,"10","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 23-2013,-88.85389,43.29695,"10","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 07-2011,-88.58899,43.23879,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 15-2011,-88.69642,44.01343,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 21-2011,-89.24617,44.50270,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 01-2011,-88.26044,43.12043,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 15-2012,-89.78901,43.47952,"5","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 03-2011,-87.84979,42.66200,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 16-2011,-89.80613,43.15235,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 25-2011,-90.23468,43.54551,"7","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 08-2013,-89.70655,44.09548,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 06-2013,-89.98890,42.88103,"10","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 10-2013,-89.90701,42.73441,"8","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 24-2011,-89.62921,42.65517,"9","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 10-2012,-89.80710,43.15389,"10","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 17-2012,-87.84972,42.66141,"5","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 19-2011,-89.20505,44.59489,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 14-2011,-89.06104,44.03798,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 24-2013,-89.10653,43.54743,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 12-2011,-90.87540,43.72384,"9","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
ID 07-2011,-90.13956,42.82998,"6","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 10-2011,-89.84046,42.87778,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 13-2011,-90.93481,43.69071,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 13-2013,-89.72897,43.17310,"10","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 02-2011,-88.32665,42.93525,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 03-2013,-88.16083,44.64658,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 18-2013,-87.89419,42.67979,"9","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 21-2012,-88.32709,42.92604,"5","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
ID 01-2011,-90.06389,42.72166,"6","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 04-2012,-88.19217,44.49748,"9","2012","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 04-2011,-88.61888,43.87993,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 20-2011,-89.46304,43.54581,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 22-2011,-89.53638,42.87550,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI 02-2012,-88.39700,42.89799,"5","2013","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WV 11-2011,-88.41525,42.89910,"8","2011","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
IL-23-2015,-88.40178,44.77460,"8","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-02-2015,-89.99952,42.66180,"6","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-03-2015,-89.60010,42.85298,"6","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-05-2015,-88.20890,42.91489,"8","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-06-2015,-92.19858,45.27593,"9","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-07-2015,-90.76467,43.84425,"6","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-10-2015,-90.55217,43.91772,"6","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-11-2015,-89.67667,42.97168,"7","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-12-2015,-88.31268,42.93118,"7","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-13-2015,-89.27096,45.58673,"9","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-14-2015,-89.69193,42.61565,"7","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-15-2015,-90.50938,44.01615,"6","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-16-2015,-88.09972,43.90637,"8","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-17-2015,-92.01009,45.42350,"9","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-18-2015,-86.89616,45.38081,"9","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-19-2015,-89.41503,43.07643,"9","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-20-2015,-89.09492,44.07820,"9","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-21-2015,-88.62660,43.04897,"10","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-22-2015,-89.73447,43.46758,"9","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
WI-23-2015,-89.50419,44.05691,"10","2015","55","01779806",0400000US55,"55",WI,Wisconsin,"00","140275464079","29359527964"
ID 04-2012,-116.98314,44.24363,"8","2012","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 08-2014,-117.20713,43.98745,"10","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 19-2013,-123.23650,43.85195,"9","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
CA 23-2012,-122.01990,44.51371,"2","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 10-2013,-122.68798,42.21158,"9","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 07-2013,-122.62689,45.55849,"9","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 04-2013,-119.56007,45.82268,"9","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 03-2013,-123.13262,42.40937,"9","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 02-2013,-122.45364,45.16421,"9","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 17-2013,-122.73359,45.37775,"8","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 01-2013,-123.19022,44.22435,"8","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 13-2013,-121.63141,45.57841,"9","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 09-2013,-123.55722,44.64060,"8","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
WA 11-2010,-122.19985,45.38426,"4","2011","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 18-2013,-123.07054,44.61613,"8","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 05-2013,-121.31422,44.03784,"10","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 15-2013,-122.85043,45.63887,"9","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 11-2013,-122.67696,45.21989,"9","2013","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 01-2014,-122.62340,45.27686,"10","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 02-2014,-121.56304,45.55880,"9","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 03-2014,-123.24506,44.61737,"9","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 06-2014,-119.61255,45.63616,"10","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 10-2014,-123.21581,45.23775,"9","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 11-2014,-123.19270,42.57345,"8","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 15-2014,-122.64633,44.98929,"9","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 17-2014,-122.98872,44.42328,"9","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 18-2014,-122.56758,45.11192,"9","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 20-2014,-122.78213,45.68046,"9","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 22-2014,-123.20305,44.67668,"10","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
OR 24-2014,-120.02765,45.70434,"10","2014","41","01155107",0400000US41,"41",OR,Oregon,"00","248604328809","6195045325"
WA 08-2010,-117.14000,46.72900,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 10-2010,-117.93884,46.23739,"9","2010","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 22-2010,-117.95210,46.19990,"9","2010","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 24-2010,-122.54143,47.12253,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 13-2010,-120.65900,46.74500,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 19-2010,-120.50400,46.49100,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 16-2010,-122.59130,48.14331,"9","2010","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 06-2010,-122.24343,48.40775,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 20-2010,-120.50800,46.65400,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 07-2010,-120.60400,46.73400,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 21-2010,-120.50200,46.49100,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 02-2010,-123.82738,48.14314,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 17-2010,-122.57426,48.81162,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 01-2010,-122.32841,47.52165,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 25-2010,-120.50200,46.49100,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 03-2010,-122.09487,48.92653,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 12-2010,-122.33480,48.47660,"9","2010","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 04-2010,-122.31475,47.49462,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 14-2010,-117.45854,48.00740,"11","2010","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 23-2010,-117.27606,48.01595,"11","2010","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 15-2010,-120.60400,46.73400,"4","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 05-2010,-122.33480,48.47660,"9","2011","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
WA 18-2010,-122.28370,48.46190,"9","2010","53","01779804",0400000US53,"53",WA,Washington,"00","172111800165","12560067439"
LA 07-2012,-89.88341,30.53356,"10","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 03-2012,-91.21672,30.30002,"7","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 01-2012,-92.30331,30.13613,"6","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 18-2012,-90.89932,30.38126,"5","2013","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 11-2012,-92.30324,30.13609,"11","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 04-2012,-91.91671,31.00015,"8","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 06-2012,-92.00025,30.93350,"9","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 05-2012,-92.06016,31.00350,"9","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 02-2012,-91.71668,30.93342,"7","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 09-2012,-90.17070,30.42874,"11","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 08-2012,-89.98334,29.70025,"10","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 14-2011,-92.49358,30.21515,"9","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 11-2011,-91.91686,31.03555,"8","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 14-2012,-93.60021,32.43341,"3","2013","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 19-2011,-93.69914,32.03791,"11","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 15-2011,-92.15002,30.21674,"9","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 04-2011,-91.08527,30.75138,"7","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 10-2011,-91.18351,30.28356,"8","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 20-2011,-93.65455,32.78265,"11","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 09-2011,-91.66374,30.85277,"8","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 02-2011,-92.29638,32.53555,"7","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 01-2011,-91.82694,32.57194,"7","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 23-2011,-92.05535,30.74655,"3","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 21-2011,-90.74837,30.50400,"11","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 17-2012,-92.12743,32.31448,"4","2013","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 16-2011,-90.66667,29.73342,"10","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 13-2011,-92.29292,30.13535,"9","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 10-2012,-91.43814,31.56301,"11","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 05-2011,-90.07111,30.64916,"7","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 07-2011,-91.85722,30.48666,"7","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 22-2011,-92.00792,32.53741,"3","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 25-2011,-93.11337,30.04908,"5","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 12-2011,-92.16677,30.95018,"8","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 12-2012,-93.60002,32.45014,"3","2013","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 15-2012,-90.38557,29.97744,"4","2013","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 17-2011,-90.63344,29.73333,"10","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 18-2011,-92.02051,30.23000,"10","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 16-2012,-91.08414,30.48544,"4","2013","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 03-2011,-91.09611,30.51833,"7","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 06-2011,-92.28861,30.56722,"7","2011","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 13-2012,-93.61680,32.45003,"3","2013","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
LA 24-2011,-93.15670,30.20409,"5","2012","22","01629543",0400000US22,"22",LA,Louisiana,"00","111904803121","23746413153"
UT 19-2013,-112.60658,39.38546,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 03-2012,-111.82135,41.84138,"9","2012","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 02-2012,-111.81154,41.77114,"9","2012","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 04-2012,-111.97000,41.96650,"9","2012","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 16-2012,-112.36851,40.59358,"5","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 17-2013,-110.68938,39.57208,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 24-2012,-109.56663,37.28725,"6","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 03-2013,-112.00167,41.74411,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 18-2013,-112.65271,39.25731,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 01-2012,-109.54704,38.53920,"8","2012","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 15-2013,-111.90673,40.53611,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 19-2012,-112.65271,39.25731,"6","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 20-2012,-112.59358,39.38223,"6","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 21-2012,-112.60658,39.38560,"6","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 17-2012,-111.60907,40.11955,"6","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 16-2011,-113.50060,37.10730,"9","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 05-2012,-111.81008,41.79247,"9","2012","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 22-2011,-111.60705,39.30650,"8","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 21-2011,-112.64609,39.27591,"8","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 10-2013,-111.84005,41.31100,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 11-2011,-113.65954,37.13353,"9","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 20-2011,-111.90758,40.40222,"8","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 12-2013,-111.89300,40.64303,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 03-2011,-109.55607,40.41338,"9","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 05-2013,-111.97738,41.96649,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 05-2011,-111.82135,41.84138,"7","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 14-2012,-111.85804,40.75974,"5","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 04-2013,-111.96560,41.70214,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 08-2012,-109.56520,38.58673,"10","2012","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 06-2013,-111.86405,41.75425,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 18-2012,-112.37188,39.50617,"6","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 08-2013,-112.07033,40.72554,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 13-2012,-111.76290,40.46560,"5","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 23-2013,-110.14052,39.01459,"6","2014","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 07-2011,-111.81154,41.77114,"7","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 20-2013,-109.56524,38.58666,"5","2014","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 06-2011,-111.66981,40.13383,"8","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 02-2011,-111.67912,40.11367,"8","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 23-2012,-113.28862,37.24503,"6","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 12-2011,-109.48770,38.53017,"9","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 08-2011,-111.57537,39.35263,"8","2011","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 13-2013,-111.88086,40.49714,"9","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
UT 15-2012,-111.85775,40.75985,"5","2013","49","01455989",0400000US49,"49",UT,Utah,"00","212884846341","7000199770"
